text,format,module,fact_ids,staffel,chars
Hoeveel ontving Stichting Cultuur+Ondernemen van Amsterdam? €14.597.487. In acht jaar. #Gemeentefonds #Gemeenten #Cultuur #Amsterdam,curiosity,gemeente,GEM-TOP-196,no,132
mboRijnland ontving geld van het Rijk via vijf verschillende bronnen. Totaal: €12.361.850. #Overheidsuitgaven #Rijksbegroting #Transparantie,curiosity,integraal,CROSS-MULTI-032,no,140
Hoeveel gaf Buitenlandse Zaken uit aan apparaatskosten? €6.207.570.000. #Overheidsuitgaven #Rijksbegroting #Transparantie,curiosity,apparaat,APP-MIN-007,no,121
Hoeveel ontving Gemeente Helmond F&C/Afd. Administratie van Noord-Brabant? €62.555.750. In vier jaar. #Provincies #Overheidsuitgaven #NoordBrabant,curiosity,provincie,PROV-TOP-027,no,146
Hoeveel ontving Eindhoven Airport N.V. van Noord-Brabant? €55.000.000. In één jaar. #Provincies #Overheidsuitgaven #Eindhoven #OV #NoordBrabant,curiosity,provincie,PROV-TOP-038,no,143
Hoeveel ontving Stichting Cultuurschakel van Den Haag? €27.974.034. In acht jaar. #Gemeentefonds #Gemeenten #Cultuur #DenHaag,curiosity,gemeente,GEM-TOP-105,no,125
"Zorginstituut Nederland: €14.567.492.000 in 2021, daarna €24.503.000 in 2022. #Overheidsuitgaven #Rijksbegroting #Zorg",scale_shock,instrumenten,INSTR-YOY-DN-041,no,118
POL Heteren B.V. had 56 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-TOP-048,yes,102
Restaurant De Basiliek B.V. had 180 inkoopcontracten bij het Rijk. Categorie: representatie voor eigen personeel. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,concentration,inkoop,INKOOP-TOP-049,yes,172
Hoeveel ontving 1709 natuurlijke personen van Limburg? €13.472.842. In één jaar. #Provincies #Overheidsuitgaven #Limburg,curiosity,provincie,PROV-TOP-188,no,120
"Categorie 'Diversen Communicatie': 4011 leveranciers, 18825 contracten bij het Rijk. #Overheidsinkoop #Rijksinkoop #Transparantie",category_reveal,inkoop,INKOOP-CAT-010,yes,129
Economische Zaken en Klimaat gaf €281.377.000 uit aan bijdrage sso. In vijf jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,category_reveal,apparaat,APP-KMIN-096,no,131
Infrastructuur en Milieu gaf €254.520.000 uit aan pensioenpremies. In vier jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,category_reveal,apparaat,APP-KMIN-106,no,130
Hoeveel ontving Combiwel Ondernemend Welzijn B.V. van Amsterdam? €32.221.917. In twee jaar. #Gemeentefonds #Gemeenten #Welzijn #Amsterdam,curiosity,gemeente,GEM-TOP-087,no,137
Defensie gaf €487.102.000 uit aan studie en opleiding. In vijf jaar. #Overheidsuitgaven #Rijksbegroting #Defensie,category_reveal,apparaat,APP-KMIN-060,no,113
"Categorie 'FIN Specifiek': 748 leveranciers, 1704 contracten bij het Rijk. #Overheidsinkoop #Rijksinkoop #Transparantie",category_reveal,inkoop,INKOOP-CAT-043,yes,119
Chip Bizz b.v. had 21 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-133,yes,100
Millers had 174 inkoopcontracten bij het Rijk. Categorie: representatie voor eigen personeel. #Overheidsinkoop #Rijksinkoop #Transparantie,category_reveal,inkoop,INKOOP-TOP-059,yes,138
Hoeveel ontving De Haagse Scholen 007 van Den Haag? €47.250.564. In vijf jaar. #Gemeentefonds #Gemeenten #DenHaag,curiosity,gemeente,GEM-TOP-057,no,113
H.O.D.Nederland had vijfentwintig contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-093,yes,112
Belastingdienst/Toeslagen ontving €10.645.558.000 in 2024 via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,instrumenten,INSTR-TOP-005,no,136
Hoeveel ontving St. Veilig Thuis Gelderland Midden van Arnhem? €14.600.188. In vijf jaar. #Gemeentefonds #Gemeenten #Gelderland #Arnhem,curiosity,gemeente,GEM-TOP-195,no,135
Hoeveel ontving Natura Artis Magistra van Noord-Holland? €13.052.439. In twee jaar. #Provincies #Overheidsuitgaven #NoordHolland,curiosity,provincie,PROV-TOP-193,no,128
Provincie Noord-Brabant ontving €1.937.652.000 via financiële instrumenten. In negen jaar. #Overheidsuitgaven #Rijksbegroting #NoordBrabant #OV,scale_shock,instrumenten,INSTR-TOP-096,no,143
Rijksdienst voor Ondernemend Nederland (RVO): €4.695.175.000. Ons Middelbaar Onderwijs: €4.601.612.000. Via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #Onderwijs,comparison,instrumenten,INSTR-TOP-047;INSTR-TOP-048,no,178
Gemeente Hoorn ontving €28.410.027 van de provincie Noord-Holland. In negen jaar. #Provincies #Overheidsuitgaven #NoordHolland,scale_shock,provincie,PROV-TOP-091,no,126
Ver. tot behoud v. Natuurmonumenten in Nederland ontving €104.757.511 van Noord-Brabant. In zes jaar. #Provincies #Overheidsuitgaven #NoordBrabant,concentration,provincie,PROV-TOP-014,no,146
Hoeveel ontving Stichting Leger des Heils Welzijns- en Gezondheidszorg van Amsterdam? €129.326.972. In negen jaar. #Gemeentefonds #Gemeenten #Zorg #Welzijn #Amsterdam,curiosity,gemeente,GEM-TOP-004,no,166
Pino Evenementen & Congressen B.V. had 145 inkoopcontracten bij het Rijk. Categorie: studie en opleiding. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,concentration,inkoop,INKOOP-TOP-093,yes,164
Stichting Instituut voor Maatschappelijk Welzijn Breda e.o. ontving €31.358.193 van de gemeente Breda. In zeven jaar. #Gemeentefonds #Gemeenten #Breda #Welzijn,scale_shock,gemeente,GEM-TOP-091,no,159
Twynstra Gudde Holding B.V. had 26 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-075,yes,113
Hoeveel ontving Stichting JESS van Den Haag? €16.424.539. In vier jaar. #Gemeentefonds #Gemeenten #DenHaag,curiosity,gemeente,GEM-TOP-177,no,106
"Stichting ""Het Zuid-Hollands Landschap"" ontving €32.767.195 van Zuid-Holland. In vier jaar. #Provincies #Overheidsuitgaven #ZuidHolland",concentration,provincie,PROV-TOP-075,no,135
BAM Bouw en Techniek B.V. had 50 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-TOP-059,yes,111
"St. Rijnstad ontving €44.403.975 van de gemeente Arnhem. Dat is 8,0% van alle uitkeringen. #Gemeentefonds #Gemeenten #Arnhem",concentration,gemeente,GEM-DOM-018,no,124
Justitie en Veiligheid gaf €122.041.000 uit aan studie en opleiding. In zeven jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,category_reveal,apparaat,APP-KMIN-197,no,133
"Ministerie van Sociale Zaken en Werkgelegenheid gaf €386.635.000 uit aan salaris, vakantie en eindejaarsuitkering. In drie jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie",category_reveal,apparaat,APP-KMIN-079,no,178
"COMPAREX Nederland B.V. had 327 inkoopcontracten bij het Rijk. Categorie: beheer, onderhoud programmatuur & software. In zes jaar. #Overheidsinkoop #Rijksinkoop #Transparantie",concentration,inkoop,INKOOP-TOP-011,yes,175
Universitair Medisch Centrum Groningen UMCG had 52 contracten bij RVO. In vier jaar. #Overheidsuitgaven #Groningen #Transparantie,concentration,publiek,PUB-TOP-054,yes,129
Gemeente Emmen ontving €44.958.699 van Drenthe. In negen jaar. #Provincies #Overheidsuitgaven #Drenthe,concentration,provincie,PROV-TOP-055,no,102
Stichting de Bibliotheek Utrecht ontving €35.950.207 van de gemeente Utrecht. In twee jaar. #Gemeentefonds #Gemeenten #Utrecht #Bibliotheken,scale_shock,gemeente,GEM-TOP-077,no,140
Provincie Gelderland ontving €2.175.855.000 via financiële instrumenten. In negen jaar. #Overheidsuitgaven #Rijksbegroting #Gelderland #OV,scale_shock,instrumenten,INSTR-TOP-084,no,138
Eindhoven: €1.988.744.000. Stichting Hogeschool Rotterdam: €1.980.639.000. Via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #Rotterdam #Eindhoven #OV,comparison,instrumenten,INSTR-TOP-092;INSTR-TOP-093,no,164
Hoeveel ontving Kober B.V. van Breda? €16.481.956. In zeven jaar. #Gemeentefonds #Gemeenten #Breda,curiosity,gemeente,GEM-TOP-176,no,98
Hoeveel ontving VisitBrabant Stichting BRBNT van Noord-Brabant? €16.364.809. In zes jaar. #Provincies #Overheidsuitgaven #NoordBrabant,curiosity,provincie,PROV-TOP-160,no,134
Gemeente Nijmegen ontving €69.776.883 van Gelderland. In negen jaar. #Provincies #Overheidsuitgaven #Gelderland,concentration,provincie,PROV-TOP-023,no,111
It Fryske Gea ontving €36.146.894 van de provincie Friesland. In drie jaar. #Provincies #Overheidsuitgaven #Friesland,scale_shock,provincie,PROV-TOP-067,no,117
PLUS Renkum had 24 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-098,yes,97
Hoeveel ontving Stichting ZB| Planbureau en Bibliotheek van Zeeland van Zeeland? €28.861.050. In vier jaar. #Provincies #Overheidsuitgaven #Zeeland #Bibliotheken,curiosity,provincie,PROV-TOP-088,no,161
Provincie utrecht ontving €1.620.327.000 via financiële instrumenten. In negen jaar. #Overheidsuitgaven #Rijksbegroting #Utrecht #OV,scale_shock,instrumenten,INSTR-TOP-121,no,132
Privé persoon ontving €13.148.482 van Noord-Brabant. In negen jaar. #Provincies #Overheidsuitgaven #NoordBrabant,concentration,provincie,PROV-TOP-192,no,112
Tilkema Horeca B.V. had 203 inkoopcontracten bij het Rijk. Categorie: representatie voor eigen personeel. #Overheidsinkoop #Rijksinkoop #Transparantie,category_reveal,inkoop,INKOOP-TOP-036,yes,150
"Infrastructuur en Waterstaat gaf €1.287.860.000 uit aan salaris, vakantie- en eindejaarsuitkering. In één jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie",category_reveal,apparaat,APP-KMIN-025,no,161
Dolmans Landscaping Group bv had 17 contracten bij COA. In vier jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-176,yes,113
Hoeveel inkoopcontracten had Renewi Nederland B.V. bij het Rijk? 142. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-096,yes,128
W&J Molenaar B.V. had 17 contracten bij COA. In drie jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-174,yes,102
Gemeente Heerlen ontving €14.464.219 van Limburg. In zeven jaar. #Provincies #Overheidsuitgaven #Limburg,concentration,provincie,PROV-TOP-179,no,104
Things To Make And Do B.V. had 236 inkoopcontracten bij het Rijk. Categorie: diversen communicatie. #Overheidsinkoop #Rijksinkoop #Transparantie,category_reveal,inkoop,INKOOP-TOP-027,yes,144
Renewi Nederland B.V. had 142 inkoopcontracten bij het Rijk. Categorie: afvalzorgmanagement. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,concentration,inkoop,INKOOP-TOP-096,yes,151
Maastricht University ontving €1.851.966.000 via financiële instrumenten. In zeven jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,instrumenten,INSTR-TOP-102,no,138
Rijksvastgoedbedrijf had 40 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-TOP-079,yes,106
Hegeman VNO Bouw B.V. had 33 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-TOP-100,yes,107
Invest-NL Capital NV ontving €30.000.000 van Noord-Brabant. In één jaar. #Provincies #Overheidsuitgaven #NoordBrabant,concentration,provincie,PROV-TOP-084,no,117
"Ministerie van Defensie gaf €1.597.739.000 uit aan wachtgelden, inactiviteitswedden en sbk-gelden. In twee jaar. #Overheidsuitgaven #Rijksbegroting #Defensie",category_reveal,apparaat,APP-KMIN-019,no,157
"Hoeveel ontving ASKO, Amsterdamse Stichting voor Katholiek, Protestants-christelijk en Interconfessioneel onderwijs van Amsterdam? €53.306.686. In negen jaar. #Gemeentefonds #Gemeenten #Amsterdam #Onderwijs",curiosity,gemeente,GEM-TOP-047,no,206
Allekabels B.V. had 131 inkoopcontracten bij het Rijk. Categorie: benodigdheden en hulpmiddelen. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,concentration,inkoop,INKOOP-TOP-124,yes,155
Stichting Deltares had 40 contracten bij RVO. In drie jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-TOP-077,yes,103
Hoeveel ontving Scholen in de Kunst van Amersfoort? €31.500.537. In zeven jaar. #Gemeentefonds #Gemeenten #Amersfoort,curiosity,gemeente,GEM-TOP-089,no,117
Sportbedrijf Arnhem BV ontving €95.492.994 van de gemeente Arnhem. In vijf jaar. #Gemeentefonds #Gemeenten #Arnhem #Sport,scale_shock,gemeente,GEM-TOP-013,no,121
Infrastructuur en Waterstaat gaf €170.856.000 uit aan advisering opdrachtgevers over automatiseringsvraagstukken. In zeven jaar. #Overheidsuitgaven #Rijksbegroting #OV,category_reveal,apparaat,APP-KMIN-153,no,167
"Het Rijk gaf €1.437.780.000 uit aan uitkeringen, pensioenen en wachtgelden. Via apparaatsuitgaven. #Overheidsuitgaven #Rijksbegroting #Transparantie",scale_shock,apparaat,APP-TOP-018,no,148
"Stichting Ondernemersfonds Utrecht ontving €23.457.570 van de gemeente Utrecht. Dat is 6,2% van alle uitkeringen. #Gemeentefonds #Gemeenten #Utrecht",concentration,gemeente,GEM-DOM-028,no,148
Hoeveel inkoopcontracten had Gartner Nederland B.V bij het Rijk? 242. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-024,yes,128
Hegeman VNO Bouw B.V. had 33 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-042,yes,107
Videonieuwsbericht B.V. had 134 inkoopcontracten bij het Rijk. Categorie: diversen communicatie. #Overheidsinkoop #Rijksinkoop #Transparantie,category_reveal,inkoop,INKOOP-TOP-116,yes,141
Unie Van Bosgroepen ontving €12.828.518 van Overijssel. In zes jaar. #Provincies #Overheidsuitgaven #Overijssel,concentration,provincie,PROV-TOP-196,no,111
Stichting Internat. Perscentrum 'Nieuwspoort' had 196 inkoopcontracten bij het Rijk. Categorie: representatie voor eigen personeel. In vijf jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,concentration,inkoop,INKOOP-TOP-038,yes,190
Zie apart bestand ontving €1.734.732.000 in 2020 via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,instrumenten,INSTR-TOP-109,no,127
Het Pleidooi had 134 inkoopcontracten bij het Rijk. Categorie: representatie voor eigen personeel. #Overheidsinkoop #Rijksinkoop #Transparantie,category_reveal,inkoop,INKOOP-TOP-118,yes,143
Atos Nederland B.V. had 223 inkoopcontracten bij het Rijk. Categorie: aan een externe partij uitbestede ict-dienstverlening. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,concentration,inkoop,INKOOP-TOP-029,yes,183
"St. IrisZorg ontving €25.107.609 van de gemeente Arnhem. Dat is 4,5% van alle uitkeringen. #Gemeentefonds #Gemeenten #Zorg #Arnhem",concentration,gemeente,GEM-DOM-041,no,130
Yadeborg had 27 contracten bij COA. In vier jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-TOP-140,yes,93
"Stichting Nieuwe Veste ontving €83.027.554 van de gemeente Breda. Dat is 12,4% van alle uitkeringen. #Gemeentefonds #Gemeenten #Breda",concentration,gemeente,GEM-DOM-009,no,133
Hoeveel inkoopcontracten had SoftwareONE Netherlands B.V. bij het Rijk? 240. In vier jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-025,yes,135
Binnenlandse zaken en Koninkrijksrelaties gaf €1.005.707.000 uit aan bijdrage sso's. In drie jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,category_reveal,apparaat,APP-KMIN-035,no,148
Biblionet Drenthe ontving €20.358.784 van de provincie Drenthe. In acht jaar. #Provincies #Overheidsuitgaven #Drenthe,scale_shock,provincie,PROV-TOP-123,no,117
TOA Oegstgeest B.V. had 31 contracten bij COA. In vier jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-048,yes,104
Wageningen Universiteit/ Wageningen University had 103 contracten bij RVO. In zes jaar. #Overheidsuitgaven #Universiteit #Transparantie,concentration,publiek,PUB-TOP-021,yes,135
"Volksgezondheid, Welzijn en Sport gaf €563.650.000 uit aan salaris, vakantie en eindejaarsuitkering. In vier jaar. #Overheidsuitgaven #Rijksbegroting #Sport #Welzijn",category_reveal,apparaat,APP-KMIN-052,no,165
Stichting Combiwel Buurtwerk ontving €85.084.713 van de gemeente Amsterdam. In acht jaar. #Gemeentefonds #Gemeenten #Amsterdam,scale_shock,gemeente,GEM-TOP-018,no,126
"Binnenlandse zaken en Koninkrijksrelaties gaf €383.267.000 uit aan salaris, vakantie en eindejaarsuitkering. In twee jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie",category_reveal,apparaat,APP-KMIN-080,no,172
Natuurbeheer Oost-Brabant UA Coöperatief Collectief Agrarisch ontving €26.350.543 van Noord-Brabant. In vijf jaar. #Provincies #Overheidsuitgaven #NoordBrabant,concentration,provincie,PROV-TOP-096,no,159
Stichting Amsterdam Museum ontving €73.559.202 van de gemeente Amsterdam. In negen jaar. #Gemeentefonds #Gemeenten #Amsterdam #Cultuur,scale_shock,gemeente,GEM-TOP-026,no,134
Centraal Orgaan opvang asielzoekers (COA): €4.531.035.000. Memoriaal boeking: €4.375.237.000. Via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #COA,comparison,instrumenten,INSTR-TOP-049;INSTR-TOP-050,no,162
Hoeveel ontving The World Bank van het Rijk? €2.945.496.000. In negen jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,curiosity,instrumenten,INSTR-TOP-063,no,125
"Stichting Regionaal Opleidingencentrum van Amsterdam-Flevoland (Amsterdam): €3.322.618 in 2023, €7.790.006 in 2024. #Gemeentefonds #Gemeenten #Amsterdam #Flevoland",comparison,gemeente,GEM-TOP-043,no,163
"Landbouw, Natuur en Voedselkwaliteit gaf €274.199.000 uit aan salaris, vakantie en eindejaarsuitkering. In drie jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie",category_reveal,apparaat,APP-KMIN-099,no,167
Stichting Openbare Bibliotheek Amsterdam ontving €207.112.295 van de gemeente Amsterdam. In negen jaar. #Gemeentefonds #Gemeenten #Amsterdam #Bibliotheken,scale_shock,gemeente,GEM-TOP-002,no,154
"Vitree Stichting (Almere): €1.643.561 in 2021, €20.260.468 in 2018. #Gemeentefonds #Gemeenten #Almere",comparison,gemeente,GEM-TOP-074,no,101
Hoeveel inkoopcontracten had Restaurant De Basiliek B.V. bij het Rijk? 180. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-049,yes,134
