text,format,module,fact_ids,staffel,chars
"""Samen tussen Amstel en IJ"" Stichting voor Openbaar Primair Onderwijs ontving €30.071.187 van de gemeente Amsterdam. In negen jaar. #Gemeentefonds #Gemeenten #Onderwijs #Amsterdam",scale_shock,gemeente,GEM-TOP-097,no,179
Dienst Justitiële Inrichtingen (DJI): €8.905.984.000. Memoriaal boeking: interne verantwoording: €8.851.650.000. Via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #Transparantie,comparison,instrumenten,INSTR-TOP-019;INSTR-TOP-020,no,191
Stichting Aanpak Overlast Amsterdam ontving €69.742.749 van de gemeente Amsterdam. In negen jaar. #Gemeentefonds #Gemeenten #Amsterdam #OV,scale_shock,gemeente,GEM-TOP-029,no,138
Hoeveel ontving Verslavingszorg Noord Nederland (VNN) van Groningen? €23.784.273. In acht jaar. #Gemeentefonds #Gemeenten #Zorg #Groningen,curiosity,gemeente,GEM-TOP-129,no,138
Arriva had 17 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-185,yes,92
Enexis Holding N.V. ontving €159.490.380 van de provincie Noord-Brabant. In één jaar. #Provincies #Overheidsuitgaven #NoordBrabant,scale_shock,provincie,PROV-TOP-006,no,130
Gemeente Amsterdam ontving €109.767.099 van de provincie Noord-Holland. In negen jaar. #Provincies #Overheidsuitgaven #Amsterdam #NoordHolland,scale_shock,provincie,PROV-TOP-012,no,142
Wageningen University ontving €1.677.305.000 via financiële instrumenten. In zeven jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,instrumenten,INSTR-TOP-117,no,138
"Categorie 'Relatiegeschenken (niet voor eigen personeel)': 886 leveranciers, 1909 contracten bij het Rijk. #Overheidsinkoop #Rijksinkoop #Transparantie",category_reveal,inkoop,INKOOP-CAT-042,yes,151
Hoeveel inkoopcontracten had Plein 9 A B.V. bij het Rijk? 218. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-031,yes,121
Connexxion Openbaar Vervoer N.V. ontving €99.856.552 van Zuid-Holland. In vijf jaar. #Provincies #Overheidsuitgaven #ZuidHolland,concentration,provincie,PROV-TOP-015,no,128
Stichting SEZO ontving €121.303.545 van de gemeente Amsterdam. In negen jaar. #Gemeentefonds #Gemeenten #Amsterdam,scale_shock,gemeente,GEM-TOP-006,no,114
Xerox Nederland B.V. had 36 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-033,yes,106
Antea Nederland B.V. had 129 inkoopcontracten bij het Rijk. Categorie: uitbesteden beleidsadvies- en onderzoeksopdrachten. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,concentration,inkoop,INKOOP-TOP-128,yes,181
Gemeente Deventer ontving €1.330.116.000 via financiële instrumenten. In zeven jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,instrumenten,INSTR-TOP-142,no,134
Stichting Sterk Huis ontving €32.157.149 van de gemeente Tilburg. In vijf jaar. #Gemeentefonds #Gemeenten #Tilburg,scale_shock,gemeente,GEM-TOP-088,no,114
Twynstra Gudde Holding B.V. had 26 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-TOP-149,yes,113
BTW-afdrachten: €5.724.531.000. Universiteit Utrecht: €5.616.784.000. Via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #Utrecht #Universiteit,comparison,instrumenten,INSTR-TOP-039;INSTR-TOP-040,no,156
Gemeente Maastricht ontving €1.707.140.000 via financiële instrumenten. In acht jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,instrumenten,INSTR-TOP-113,no,135
Stichting Drents Museum ontving €31.389.772 van de provincie Drenthe. In negen jaar. #Provincies #Overheidsuitgaven #Cultuur #Drenthe,scale_shock,provincie,PROV-TOP-079,no,133
Meetingselect B.V had 576 inkoopcontracten bij het Rijk. Categorie: studie en opleiding. #Overheidsinkoop #Rijksinkoop #Transparantie,category_reveal,inkoop,INKOOP-TOP-003,yes,133
Gemeente Rucphen ontving geld van het Rijk via vijf verschillende bronnen. Totaal: €238.450.529. #Overheidsuitgaven #Rijksbegroting #Transparantie,curiosity,integraal,CROSS-MULTI-018,no,146
Hoeveel gaf Economische Zaken en Klimaat uit aan apparaatskosten? €1.788.744.000. #Overheidsuitgaven #Rijksbegroting #Transparantie,curiosity,apparaat,APP-MIN-019,no,131
PLUS Alfring Baalderveld had 28 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-TOP-131,yes,110
Sociale Zaken en Werkgelegenheid: €1.342.590.000. Economische zaken en Klimaat: €1.323.966.000. Apparaatskosten. #Overheidsuitgaven #Rijksbegroting #Transparantie,comparison,apparaat,APP-MIN-021;APP-MIN-022,no,162
ProRail B.V. ontving €134.590.000 van Noord-Brabant. In één jaar. #Provincies #Overheidsuitgaven #ProRail #NoordBrabant,concentration,provincie,PROV-TOP-008,no,119
Broekhuizen Communicatie had 155 inkoopcontracten bij het Rijk. Categorie: diversen communicatie. #Overheidsinkoop #Rijksinkoop #Transparantie,category_reveal,inkoop,INKOOP-TOP-079,yes,142
Reakt B.V. ontving €42.258.955 van de gemeente Den Haag. In acht jaar. #Gemeentefonds #Gemeenten #DenHaag,scale_shock,gemeente,GEM-TOP-065,no,105
Hoeveel ontving St. Rijnstad van Arnhem? €44.403.975. In vijf jaar. #Gemeentefonds #Gemeenten #Arnhem,curiosity,gemeente,GEM-TOP-060,no,101
Woningstichting Woningbelang ontving €18.000.000 van Noord-Brabant. In twee jaar. #Provincies #Overheidsuitgaven #NoordBrabant,concentration,provincie,PROV-TOP-140,no,126
Hoeveel ontving Ministerie van Financiën van het Rijk? €9.441.726.000. In negen jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,curiosity,instrumenten,INSTR-TOP-017,no,135
Financiën gaf €1.811.123.000 uit aan advisering opdrachtgevers over automatiseringsvraagstukken. In acht jaar. #Overheidsuitgaven #Rijksbegroting #OV,category_reveal,apparaat,APP-KMIN-015,no,149
"Kwintes Stichting (Almere): €2.120.485 in 2023, €23.099.683 in 2020. #Gemeentefonds #Gemeenten #Almere",comparison,gemeente,GEM-TOP-011,no,102
Financiën gaf €156.631.000 uit aan spraak en data verbindingen. In acht jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,category_reveal,apparaat,APP-KMIN-167,no,127
182094 x ontving €1.655.350.000 in 2021 via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,instrumenten,INSTR-TOP-119,no,118
Gemeente Amersfoort ontving €1.911.931.000 via financiële instrumenten. In acht jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,instrumenten,INSTR-TOP-099,no,135
Enschede: €1.505.276.000. Ebn B.V.: €1.498.538.000. Via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #Transparantie,comparison,instrumenten,INSTR-TOP-129;INSTR-TOP-130,no,130
Stichting Buurtteam Amsterdam Oost ontving €26.020.413 van de gemeente Amsterdam. In twee jaar. #Gemeentefonds #Gemeenten #Amsterdam,scale_shock,gemeente,GEM-TOP-114,no,132
Hoeveel ontving De Vervoerregio Amsterdam van het Rijk? €2.611.803.000. In zes jaar. #Overheidsuitgaven #Rijksbegroting #Amsterdam,curiosity,instrumenten,INSTR-TOP-074,no,130
Infrastructuur en Waterstaat gaf €969.808.000 uit aan bijdrage aan sso. In zeven jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,category_reveal,apparaat,APP-KMIN-037,no,136
Uitvoeringsinstituut werknemersverzeke- ontving €6.445.361.000 in 2022 via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,instrumenten,INSTR-TOP-032,no,149
"Stichting Combiwel voor Kinderen (Amsterdam): €2.178.908 in 2023, €6.331.753 in 2018. #Gemeentefonds #Gemeenten #Amsterdam",comparison,gemeente,GEM-TOP-136,no,122
"Coöperatie ""Agrarische Natuur Drenthe"" U.A. ontving €34.364.676 van de provincie Drenthe. In zes jaar. #Provincies #Overheidsuitgaven #Drenthe",scale_shock,provincie,PROV-TOP-069,no,142
"Sdu Uitgevers B.V. had 186 inkoopcontracten bij het Rijk. Categorie: vakliteratuur, abonnementen en overige informatie. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie",concentration,inkoop,INKOOP-TOP-043,yes,178
"Justitie en Veiligheid: €9.447.691.000 aan apparaatskosten. Salarissen, huisvesting, ICT en meer. #Overheidsuitgaven #Rijksbegroting #Transparantie",scale_shock,apparaat,APP-MIN-005,no,147
Hoeveel ontving Staatsbosbeheer regio Zuid van Noord-Brabant? €41.815.226. In zes jaar. #Provincies #Overheidsuitgaven #NoordBrabant,curiosity,provincie,PROV-TOP-058,no,132
Hoeveel ontving Gemeente Loon op Zand van Noord-Brabant? €12.843.836. In vijf jaar. #Provincies #Overheidsuitgaven #NoordBrabant,curiosity,provincie,PROV-TOP-195,no,128
"Hoeveel ontving Stichting Spectrum, partner met elan van Gelderland? €18.067.786. In twee jaar. #Provincies #Overheidsuitgaven #Gelderland",curiosity,provincie,PROV-TOP-139,no,138
"Binnenlandse zaken en Koninkrijksrelaties: €2.335.724.000. Volksgezondheid, Welzijn en Sport: €2.315.126.000. Apparaatskosten. #Overheidsuitgaven #Rijksbegroting #Sport #Welzijn",comparison,apparaat,APP-MIN-015;APP-MIN-016,no,177
