text,format,module,fact_ids,staffel,chars
Hoeveel ontving Almere van het Rijk? €1.568.861.000. In vier jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,curiosity,instrumenten,INSTR-TOP-125,no,116
Economische zaken en Klimaat gaf €157.490.000 uit aan bijdrage sso. In twee jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,category_reveal,apparaat,APP-KMIN-164,no,131
Hoeveel ontving Gemeente Almere van het Rijk? €2.837.579.000. In acht jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,curiosity,instrumenten,INSTR-TOP-066,no,125
"Economische Zaken gaf €221.208.000 uit aan salaris, vakantie en eindejaarsuitkering. In één jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie",category_reveal,apparaat,APP-KMIN-124,no,147
Hoeveel ontving Gemeente Haarlemmermeer van het Rijk? €1.350.883.000. In acht jaar. #Overheidsuitgaven #Rijksbegroting #Haarlem,curiosity,instrumenten,INSTR-TOP-140,no,127
Gemeente Rotterdam ontving €3.175.897.000 in 2023 via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #Rotterdam,scale_shock,instrumenten,INSTR-TOP-014,no,124
Hoeveel inkoopcontracten had DPG Media B.V. bij het Rijk? 136. In zes jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-111,yes,120
Erfgoed Zeeland ontving €14.489.270 van Zeeland. In zes jaar. #Provincies #Overheidsuitgaven #Zeeland,concentration,provincie,PROV-TOP-178,no,101
Hermes Openbaar Vervoer B.V. ontving €331.822.101 van de provincie Noord-Brabant. In negen jaar. #Provincies #Overheidsuitgaven #NoordBrabant,scale_shock,provincie,PROV-TOP-003,no,141
Provincie Drenthe: €584.257.784. Provincie Zeeland: €545.625.869. Provinciale subsidies. #Provincies #Overheidsuitgaven #Zeeland #Drenthe,comparison,provincie,PROV-TOTAL-009;PROV-TOTAL-010,no,137
Ergatis B.V had 131 inkoopcontracten bij het Rijk. Categorie: arbeidsomstandigheden en personele zorg (incl. bhv middelen). In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,concentration,inkoop,INKOOP-TOP-125,yes,182
Gemeente Waadhoeke had 33 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-038,yes,104
Compass Group Nederland B.V. had 146 inkoopcontracten bij het Rijk. Categorie: consumptieve diensten. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,concentration,inkoop,INKOOP-TOP-091,yes,160
Financiën gaf €2.014.670.000 uit aan bijdrage sso. In acht jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,category_reveal,apparaat,APP-KMIN-013,no,114
Ministerie van Sociale Zaken en Werkgelegenheid gaf €494.286.000 uit aan salarissen. In twee jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,category_reveal,apparaat,APP-KMIN-058,no,148
Waterschap Rijn en IJssel ontving €25.300.640 van de provincie Gelderland. In zeven jaar. #Provincies #Overheidsuitgaven #Gelderland,scale_shock,provincie,PROV-TOP-100,no,132
Gemeente Amsterdam ontving €109.767.099 van Noord-Holland. In negen jaar. #Provincies #Overheidsuitgaven #Amsterdam #NoordHolland,concentration,provincie,PROV-TOP-012,no,129
Biblionet Drenthe ontving €20.358.784 van Drenthe. In acht jaar. #Provincies #Overheidsuitgaven #Drenthe,concentration,provincie,PROV-TOP-123,no,104
Hoeveel ontving Stichting Regionaal Opleidingencentrum van Amsterdam - Flevoland van het Rijk? €1.544.068.000. In vier jaar. #Overheidsuitgaven #Rijksbegroting #Amsterdam #Flevoland,curiosity,instrumenten,INSTR-TOP-126,no,181
"Amsterdam UMC, locatie VUmc had 261 contracten bij ZonMW. In zeven jaar. #Overheidsuitgaven #Amsterdam #Transparantie",concentration,publiek,PUB-TOP-007,yes,117
Hoeveel ontving Coöperatie Natuurrijk Limburg u.a. van Limburg? €69.167.853. In drie jaar. #Provincies #Overheidsuitgaven #Limburg,curiosity,provincie,PROV-TOP-024,no,130
Stichting Leger des Heils Welzijns- en Gezondheidszorg ontving €129.326.972 van de gemeente Amsterdam. In negen jaar. #Gemeentefonds #Gemeenten #Zorg #Welzijn #Amsterdam,scale_shock,gemeente,GEM-TOP-004,no,169
Infrastructuur en Waterstaat gaf €163.922.000 uit aan sociale lasten en bijdrage zorgverzekeringswet. In één jaar. #Overheidsuitgaven #Rijksbegroting #Zorg,category_reveal,apparaat,APP-KMIN-160,no,155
Hoeveel ontving Universiteit van Amsterdam van het Rijk? €5.206.678.000. In negen jaar. #Overheidsuitgaven #Rijksbegroting #Amsterdam #Universiteit,curiosity,instrumenten,INSTR-TOP-042,no,147
Coöperatief Boerennatuur Veluwe U.A. ontving €29.658.078 van Gelderland. In één jaar. #Provincies #Overheidsuitgaven #Gelderland,concentration,provincie,PROV-TOP-085,no,128
Gemeente Smallingerland had 26 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-TOP-144,yes,109
Politie: €34.256.377.000. Belastingdienst/Toeslagen: €27.039.761.000. Via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #Politie,comparison,instrumenten,INSTR-TOP-003;INSTR-TOP-005,no,142
Gemeente Dordrecht ontving €1.863.123.000 via financiële instrumenten. In acht jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,instrumenten,INSTR-TOP-100,no,134
Utrecht ontving €1.047.829.000 in 2020 via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #Utrecht,scale_shock,instrumenten,INSTR-TOP-055,no,111
Groen Ontwikkelfonds Brabant ontving €435.535.579 van de provincie Noord-Brabant. In vijf jaar. #Provincies #Overheidsuitgaven #NoordBrabant,scale_shock,provincie,PROV-TOP-002,no,140
Anonymus ontving €22.424.283 van de provincie Noord-Holland. In zeven jaar. #Provincies #Overheidsuitgaven #NoordHolland,scale_shock,provincie,PROV-TOP-109,no,120
Hoeveel ontving GGD Hart voor Brabant Tilburg van Tilburg? €16.329.436. In drie jaar. #Gemeentefonds #Gemeenten #Tilburg,curiosity,gemeente,GEM-TOP-179,no,120
Het Rijk gaf €514.697.000 uit aan verbruik van energie en water. Via apparaatsuitgaven. #Overheidsuitgaven #Rijksbegroting #Energie,scale_shock,apparaat,APP-TOP-037,no,131
"Stichting Veilig Thuis West-Brabant ontving €66.754.075 van de gemeente Breda. Dat is 9,9% van alle uitkeringen. #Gemeentefonds #Gemeenten #Breda",concentration,gemeente,GEM-DOM-011,no,145
"Categorie 'Aan een externe partij uitbestede ICT-dienstverlening': 2441 leveranciers, 9489 contracten bij het Rijk. #Overheidsinkoop #Rijksinkoop #ICT",category_reveal,inkoop,INKOOP-CAT-014,yes,150
Eurofins NL Moleculair Diagn. Lab. B.V. had één inkoopcontract boven €100 miljoen bij het Rijk. In één jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,scale_shock,inkoop,INKOOP-HSTF-007,yes,153
Ministerie van Defensie gaf €220.607.000 uit aan waarvan sso dvd / rvb; verwerven en afstoten. In één jaar. #Overheidsuitgaven #Rijksbegroting #Defensie,category_reveal,apparaat,APP-KMIN-125,no,152
Puur Amsterdam had 140 inkoopcontracten bij het Rijk. Categorie: representatie voor eigen personeel. #Overheidsinkoop #Rijksinkoop #Amsterdam,category_reveal,inkoop,INKOOP-TOP-100,yes,141
Stichting Zebra ontving €53.341.540 van de gemeente Den Haag. In zes jaar. #Gemeentefonds #Gemeenten #DenHaag,scale_shock,gemeente,GEM-TOP-046,no,109
"Stichting Werkpro ontving €28.437.769 van de gemeente Groningen. Dat is 3,4% van alle uitkeringen. #Gemeentefonds #Gemeenten #Groningen",concentration,gemeente,GEM-DOM-062,no,135
Limburgs Museum ontving €24.725.725 van Limburg. In zeven jaar. #Provincies #Overheidsuitgaven #Limburg #Cultuur,concentration,provincie,PROV-TOP-102,no,112
1376 natuurlijke personen ontving €19.392.328 van Limburg. In één jaar. #Provincies #Overheidsuitgaven #Limburg,concentration,provincie,PROV-TOP-130,no,111
Gemeente Loon op Zand ontving €12.843.836 van Noord-Brabant. In vijf jaar. #Provincies #Overheidsuitgaven #NoordBrabant,concentration,provincie,PROV-TOP-195,no,119
Protestantse Kerk Nederland had 26 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-083,yes,113
Economische Zaken en Klimaat: €1.788.744.000. Centraal Apparaat: €1.572.368.000. Apparaatskosten. #Overheidsuitgaven #Rijksbegroting #Transparantie,comparison,apparaat,APP-MIN-019;APP-MIN-020,no,147
Stichting Internationaal Theater Amsterdam ontving €70.490.332 van de gemeente Amsterdam. In acht jaar. #Gemeentefonds #Gemeenten #Amsterdam #Cultuur,scale_shock,gemeente,GEM-TOP-028,no,149
Gemeente Boxtel ontving €14.042.769 van Noord-Brabant. In acht jaar. #Provincies #Overheidsuitgaven #NoordBrabant,concentration,provincie,PROV-TOP-184,no,113
BOM Holding B.V. ontving €49.359.859 van de provincie Noord-Brabant. In zeven jaar. #Provincies #Overheidsuitgaven #NoordBrabant,scale_shock,provincie,PROV-TOP-049,no,128
"Ministerie van Volksgezondheid, Welzijn en Sport gaf €285.986.000 uit aan salarissen. In één jaar. #Overheidsuitgaven #Rijksbegroting #Sport #Welzijn",category_reveal,apparaat,APP-KMIN-094,no,149
Schiphol Nederland B.V. had 249 inkoopcontracten bij het Rijk. Categorie: reis en verblijfkosten. #Overheidsinkoop #Rijksinkoop #Transparantie,category_reveal,inkoop,INKOOP-TOP-023,yes,142
Hoeveel ontving Stichting Sociale Wijkteams Amersfoort van Amersfoort? €114.193.751. In zeven jaar. #Gemeentefonds #Gemeenten #Amersfoort,curiosity,gemeente,GEM-TOP-007,no,137
Koninklijke van der Most B.V. had 289 inkoopcontracten bij het Rijk. Categorie: benodigdheden en hulpmiddelen. #Overheidsinkoop #Rijksinkoop #Transparantie,category_reveal,inkoop,INKOOP-TOP-016,yes,155
Hoeveel ontving Particulier van Gelderland? €51.822.367. In negen jaar. #Provincies #Overheidsuitgaven #Gelderland,curiosity,provincie,PROV-TOP-044,no,114
Gemeente Utrecht had 26 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Utrecht #Transparantie,concentration,publiek,PUB-SRC-074,yes,101
Het Rijk gaf €1.828.290.000 uit aan salarissen. Via apparaatsuitgaven. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,apparaat,APP-TOP-013,no,120
"Categorie 'Wagenpark': 2054 leveranciers, 6765 contracten bij het Rijk. #Overheidsinkoop #Rijksinkoop #Transparantie",category_reveal,inkoop,INKOOP-CAT-020,yes,116
Erasmus MC had 43 contracten bij NWO. In zes jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-TOP-071,yes,94
Strukton WorkSphere had 44 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-TOP-070,yes,105
Hoeveel inkoopcontracten had Uitjesbazen B.V. bij het Rijk? 126. In zeven jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-135,yes,124
"Stichting Maatschappelijke Opvang Breda e.o. ontving €33.460.822 van de gemeente Breda. Dat is 5,0% van alle uitkeringen. #Gemeentefonds #Gemeenten #Breda",concentration,gemeente,GEM-DOM-035,no,154
Natuurbeheer Oost-Brabant UA ontving €14.907.664 van Noord-Brabant. In twee jaar. #Provincies #Overheidsuitgaven #NoordBrabant,concentration,provincie,PROV-TOP-175,no,126
Stichting Cubiss Brabant ontving €31.923.252 van Noord-Brabant. In acht jaar. #Provincies #Overheidsuitgaven #NoordBrabant,concentration,provincie,PROV-TOP-076,no,122
Gemeente Leiden ontving €71.941.487 van Zuid-Holland. In zes jaar. #Provincies #Overheidsuitgaven #ZuidHolland,concentration,provincie,PROV-TOP-021,no,110
"Ministerie van Volksgezondheid, Welzijn en Sport gaf €123.078.000 uit aan bijdrage sso's. In twee jaar. #Overheidsuitgaven #Rijksbegroting #Sport #Welzijn",category_reveal,apparaat,APP-KMIN-196,no,154
Slaapschepen B.V. had 61 contracten bij COA. In vier jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-TOP-045,yes,102
Het Rijk gaf €3.729.889.000 uit aan uitzendkrachten. Via apparaatsuitgaven. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,apparaat,APP-TOP-006,no,125
Stichting Nieuwe Veste (Breda): €83.027.554. ContourdeTwern Stichting (Tilburg): €72.982.342. #Gemeentefonds #Gemeenten #Tilburg #Breda,comparison,gemeente,GEM-TOP-020;GEM-TOP-027,no,135
"GGD Hart voor Brabant Tilburg (Tilburg): €3.804.433 in 2022, €7.685.236 in 2024. #Gemeentefonds #Gemeenten #Tilburg",comparison,gemeente,GEM-TOP-179,no,115
Sociale Verzekeringsbank ontving €36.597.470.000 in 2024 via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,instrumenten,INSTR-TOP-001,no,135
Shuttel B.V. had 122 inkoopcontracten bij het Rijk. Categorie: reis en verblijfkosten. #Overheidsinkoop #Rijksinkoop #Transparantie,category_reveal,inkoop,INKOOP-TOP-149,yes,131
Gemeente Harderwijk had 19 contracten bij COA. In zes jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-153,yes,103
