text,format,module,fact_ids,staffel,chars
"Het Rijk gaf €2.568.645.000 uit aan salaris, individueel keuzebudget. Via apparaatsuitgaven. #Overheidsuitgaven #Rijksbegroting #Transparantie",scale_shock,apparaat,APP-TOP-011,no,142
Hoeveel ontving Staatsbosbeheer van Friesland? €52.452.585. In drie jaar. #Provincies #Overheidsuitgaven #Friesland,curiosity,provincie,PROV-TOP-042,no,115
Ardis Organisatieontwikkeling B.V. had 204 inkoopcontracten bij het Rijk. Categorie: studie en opleiding. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,concentration,inkoop,INKOOP-TOP-035,yes,164
Hoeveel ontving Keolis Nederland B.V. van Utrecht? €105.683.055. In twee jaar. #Provincies #Overheidsuitgaven #Utrecht,curiosity,provincie,PROV-TOP-013,no,118
Keiretsu Europe B.V. had 24 contracten bij COA. In één jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-107,yes,104
Dienst Justitiële Inrichtingen ontving €3.002.837.000 in 2023 via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,instrumenten,INSTR-TOP-016,no,140
Hoeveel ontving Stichting Nieuwe Veste van Breda? €83.027.554. In zeven jaar. #Gemeentefonds #Gemeenten #Breda,curiosity,gemeente,GEM-TOP-020,no,110
"CJG Kennemerland BV ontving €29.689.084 van de gemeente Haarlem. Dat is 6,8% van alle uitkeringen. #Gemeentefonds #Gemeenten #Haarlem",concentration,gemeente,GEM-DOM-023,no,133
Hoeveel ontving Gemeente Leeuwarden van het Rijk? €2.123.437.000. In acht jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,curiosity,instrumenten,INSTR-TOP-087,no,129
Gemeente Tilburg ontving €55.524.229 van Noord-Brabant. In negen jaar. #Provincies #Overheidsuitgaven #Tilburg #NoordBrabant,concentration,provincie,PROV-TOP-036,no,124
Hoeveel inkoopcontracten had Euroforum bij het Rijk? 122. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-150,yes,116
Hoeveel inkoopcontracten had Papyrus Groep Nederland B.V. bij het Rijk? 132. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-121,yes,135
Inofec BV had 22 contracten bij COA. In vijf jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-122,yes,94
Hoeveel ontving Stichting PhotonDelta van Noord-Brabant? €16.291.975. In twee jaar. #Provincies #Overheidsuitgaven #NoordBrabant,curiosity,provincie,PROV-TOP-162,no,128
"Defensie: €5.701.035.000 aan apparaatskosten. Salarissen, huisvesting, ICT en meer. #Overheidsuitgaven #Rijksbegroting #Defensie",scale_shock,apparaat,APP-MIN-009,no,128
NWO Ned Org Wetensch Onderz ontving €1.151.425.000 in 2022 via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,instrumenten,INSTR-TOP-052,no,137
Hoeveel gaf Defensie uit aan apparaatskosten? €42.304.633.000. #Overheidsuitgaven #Rijksbegroting #Defensie,curiosity,apparaat,APP-MIN-001,no,107
IP Groep had 30 contracten bij COA. In vier jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-055,yes,93
Hoeveel ontving 1376 natuurlijke personen van Limburg? €19.392.328. In één jaar. #Provincies #Overheidsuitgaven #Limburg,curiosity,provincie,PROV-TOP-130,no,120
Hoeveel ontving Stichting PerspeKtief van Den Haag? €35.651.822. In acht jaar. #Gemeentefonds #Gemeenten #DenHaag,curiosity,gemeente,GEM-TOP-079,no,113
Defensie gaf €176.090.000 uit aan geneeskundige verzorging. In vijf jaar. #Overheidsuitgaven #Rijksbegroting #Defensie #Zorg,category_reveal,apparaat,APP-KMIN-150,no,124
"Sociale Zaken en Werkgelegenheid gaf €159.842.000 uit aan salaris, vakantie en eindejaarsuitkering. In één jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie",category_reveal,apparaat,APP-KMIN-163,no,162
Stichting Openbaar Onderwijs Noord ontving €25.951.246 van de gemeente Amsterdam. In negen jaar. #Gemeentefonds #Gemeenten #Onderwijs #Amsterdam,scale_shock,gemeente,GEM-TOP-115,no,144
Hoeveel ontving Centraal Bureau COA van het Rijk? €8.234.450.000. In zes jaar. #Overheidsuitgaven #Rijksbegroting #COA,curiosity,instrumenten,INSTR-TOP-026,no,118
"Stichting Bibliotheek Zuid Kennemerland ontving €24.763.668 van de gemeente Haarlem. Dat is 5,7% van alle uitkeringen. #Gemeentefonds #Gemeenten #Bibliotheken #Haarlem",concentration,gemeente,GEM-DOM-031,no,167
"Stichting Centrum voor Jeugd en Gezin (CJG) ontving €5.104.350 van de gemeente Barendrecht. Dat is 21,6% van alle uitkeringen. #Gemeentefonds #Gemeenten #Barendrecht",concentration,gemeente,GEM-DOM-002,no,165
Het Rijk gaf €1.078.230.000 uit aan benodigdheden en hulpmiddelen. Via apparaatsuitgaven. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,apparaat,APP-TOP-025,no,139
"ASKO, Amsterdamse Stichting voor Katholiek, Protestants-christelijk en Interconfessioneel onderwijs ontving €53.306.686 van de gemeente Amsterdam. In negen jaar. #Gemeentefonds #Gemeenten #Amsterdam #Onderwijs",scale_shock,gemeente,GEM-TOP-047,no,209
Coöperatieve Bosgroep Zuid-Nederland UA ontving €32.957.581 van de provincie Noord-Brabant. In negen jaar. #Provincies #Overheidsuitgaven #NoordBrabant,scale_shock,provincie,PROV-TOP-074,no,151
Hoeveel ontving Stichting Voortgezet Onderwijs Haaglanden van Den Haag? €15.943.332. In acht jaar. #Gemeentefonds #Gemeenten #Onderwijs #DenHaag,curiosity,gemeente,GEM-TOP-183,no,144
Hoeveel ontving Pivot Park Vastgoed B.V. van Noord-Brabant? €49.276.790. In drie jaar. #Provincies #Overheidsuitgaven #NoordBrabant,curiosity,provincie,PROV-TOP-050,no,131
Breda: €1.355.928.000. Gemeente Haarlemmermeer: €1.350.883.000. Via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #Breda #Haarlem,comparison,instrumenten,INSTR-TOP-139;INSTR-TOP-140,no,143
Universiteit Maastricht had 47 contracten bij RVO. In zes jaar. #Overheidsuitgaven #Universiteit #Transparantie,concentration,publiek,PUB-TOP-064,yes,111
"Defensie gaf €431.594.000 uit aan toelagen, toeslagen en vergoedingen. In één jaar. #Overheidsuitgaven #Rijksbegroting #Defensie",category_reveal,apparaat,APP-KMIN-069,no,128
Vermaat Leisure B.V. had 205 inkoopcontracten bij het Rijk. Categorie: representatie voor eigen personeel. #Overheidsinkoop #Rijksinkoop #Transparantie,category_reveal,inkoop,INKOOP-TOP-034,yes,151
Hoeveel ontving Gemeente tilburg van het Rijk? €3.326.821.000. In acht jaar. #Overheidsuitgaven #Rijksbegroting #Tilburg,curiosity,instrumenten,INSTR-TOP-057,no,120
Brood- en Banketbakkerij BOS had 24 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-105,yes,114
Hoeveel ontving Stichting Introdans van Gelderland? €15.287.448. In negen jaar. #Provincies #Overheidsuitgaven #Gelderland,curiosity,provincie,PROV-TOP-171,no,122
Hoeveel inkoopcontracten had COMPAREX Nederland B.V. bij het Rijk? 327. In zes jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-011,yes,129
Van Hoeckel Partner in Foodcar had 34 contracten bij COA. In vijf jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-036,yes,115
Hoeveel inkoopcontracten had Starsound Productions Exploitatie B.V. bij het Rijk? 123. In zeven jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-145,yes,146
Renewi Nederland B.V. had 23 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-114,yes,107
Stichting Sociale Wijkteams Amersfoort (Amersfoort): €114.193.751. Schoor Stichting De (Almere): €104.907.389. #Gemeentefonds #Gemeenten #Transparantie,comparison,gemeente,GEM-TOP-007;GEM-TOP-010,no,151
Hoeveel ontving Stichting tot Instandhouding van de Diergaarde van het Koninklijk Zo√∂logisch Genootschap Natura Artis Magistra van Amsterdam? €57.705.112. In negen jaar. #Gemeentefonds #Gemeenten #Amsterdam,curiosity,gemeente,GEM-TOP-041,no,207
Conrad Electronic Benelux B.V. had 328 inkoopcontracten bij het Rijk. Categorie: benodigdheden en hulpmiddelen. #Overheidsinkoop #Rijksinkoop #Transparantie,category_reveal,inkoop,INKOOP-TOP-010,yes,156
Hoeveel ontving Enexis Holding N.V. van Noord-Brabant? €159.490.380. In één jaar. #Provincies #Overheidsuitgaven #NoordBrabant,curiosity,provincie,PROV-TOP-006,no,126
Jan Snel Livings BV had 77 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-TOP-033,yes,105
Staatsbosbeheer Noord Brabant ontving €20.471.209 van Noord-Brabant. In drie jaar. #Provincies #Overheidsuitgaven #NoordBrabant,concentration,provincie,PROV-TOP-122,no,127
Hoeveel inkoopcontracten had Ardis Organisatieontwikkeling B.V. bij het Rijk? 204. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-035,yes,141
De Ridder had 91 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-TOP-025,yes,95
