text,format,module,fact_ids,staffel,chars
Hoeveel ontving Waterschap Drents Overijsselse Delta van Overijssel? €16.683.001. In zeven jaar. #Provincies #Overheidsuitgaven #Overijssel #OV,curiosity,provincie,PROV-TOP-155,no,143
Secutor Safety & Facility had 18 contracten bij COA. In vijf jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-170,yes,110
Hoeveel ontving Ministerie van Defensie van Noord-Brabant? €25.426.792. In twee jaar. #Provincies #Overheidsuitgaven #Defensie #NoordBrabant,curiosity,provincie,PROV-TOP-099,no,140
Cloose had 125 inkoopcontracten bij het Rijk. Categorie: representatie voor eigen personeel. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,concentration,inkoop,INKOOP-TOP-140,yes,151
Hoeveel ontving Stichting Cordaan Groep van Amsterdam? €19.148.772. In twee jaar. #Gemeentefonds #Gemeenten #Amsterdam,curiosity,gemeente,GEM-TOP-158,no,118
Provincie Limburg: €1.274.409.374. Provincie Noord-Holland: €1.104.941.358. Provinciale subsidies. #Provincies #Overheidsuitgaven #NoordHolland #Limburg,comparison,provincie,PROV-TOTAL-004;PROV-TOTAL-005,no,152
Stichting Impuls ontving €68.009.824 van de gemeente Amsterdam. In negen jaar. #Gemeentefonds #Gemeenten #Amsterdam,scale_shock,gemeente,GEM-TOP-030,no,115
"Waterschap Amstel, Gooi en Vecht ontving €27.773.001 van de provincie Noord-Holland. In drie jaar. #Provincies #Overheidsuitgaven #NoordHolland",scale_shock,provincie,PROV-TOP-093,no,143
Fudura had vijfentwintig contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-087,yes,103
Gemeente 's-Gravenhage ontving €2.260.144.000 in 2024 via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,instrumenten,INSTR-TOP-024,no,132
Hoeveel inkoopcontracten had Centralpoint B.V. bij het Rijk? 148. In vier jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-088,yes,124
Gemeente Zoetermeer: €1.361.895.000. Undp/Pnud: €1.358.950.000. Via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #Transparantie,comparison,instrumenten,INSTR-TOP-137;INSTR-TOP-138,no,142
"Onderwijs, Cultuur en Wetenschap gaf €1.421.214.000 uit aan salaris, vakantie en eindejaarsuitkering. In tien jaar. #Overheidsuitgaven #Rijksbegroting #Onderwijs #Cultuur",category_reveal,apparaat,APP-KMIN-023,no,170
Stichting Landschap Overijssel ontving €45.101.578 van Overijssel. In zeven jaar. #Provincies #Overheidsuitgaven #Overijssel #OV,concentration,provincie,PROV-TOP-054,no,128
Defensie: €42.304.633.000. Financiën: €30.673.735.000. Apparaatskosten. #Overheidsuitgaven #Rijksbegroting #Defensie,comparison,apparaat,APP-MIN-001;APP-MIN-002,no,116
"De Bibliotheek Midden-Brabant ontving €25.245.446 van de gemeente Tilburg. Dat is 3,0% van alle uitkeringen. #Gemeentefonds #Gemeenten #Bibliotheken #Tilburg",concentration,gemeente,GEM-DOM-073,no,157
The World Bank: €2.945.496.000. Ontvanger Uitg.gemeenten en kaderwetgeb.: €2.881.223.000. Via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #Transparantie,comparison,instrumenten,INSTR-TOP-063;INSTR-TOP-064,no,168
Albron Nederland B.V. had 220 inkoopcontracten bij het Rijk. Categorie: representatie voor eigen personeel. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,concentration,inkoop,INKOOP-TOP-030,yes,166
Het Rijk gaf €2.736.353.000 uit aan pensioenpremies. Via apparaatsuitgaven. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,apparaat,APP-TOP-010,no,125
Kenter B.V. had 42 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-022,yes,97
Hoeveel ontving Rijksdienst voor ondernemend Nederland van het Rijk? €3.006.934.000. In vijf jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,curiosity,instrumenten,INSTR-TOP-060,no,148
Hoeveel ontving Gemeente Assen van Drenthe? €18.898.745. In negen jaar. #Provincies #Overheidsuitgaven #Drenthe,curiosity,provincie,PROV-TOP-134,no,111
Hoeveel ontving Beweging 3.0 van Amersfoort? €37.472.571. In vier jaar. #Gemeentefonds #Gemeenten #Amersfoort,curiosity,gemeente,GEM-TOP-073,no,109
The World Bank ontving €2.945.496.000 via financiële instrumenten. In negen jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,instrumenten,INSTR-TOP-063,no,131
Hoeveel inkoopcontracten had Lyreco Nederland B.V bij het Rijk? 255. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-020,yes,127
Hoeveel ontving Deltafonds van het Rijk? €1.752.641.000. In twee jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,curiosity,instrumenten,INSTR-TOP-106,no,120
"Categorie 'Benodigdheden en hulpmiddelen': 4978 leveranciers, 26060 contracten bij het Rijk. #Overheidsinkoop #Rijksinkoop #Transparantie",category_reveal,inkoop,INKOOP-CAT-005,yes,137
2307 natuurlijke personen ontving €30.072.710 van Limburg. In één jaar. #Provincies #Overheidsuitgaven #Limburg,concentration,provincie,PROV-TOP-083,no,111
Hoeveel ontving Gemeente Rotterdam van Zuid-Holland? €26.242.520. In zes jaar. #Provincies #Overheidsuitgaven #Rotterdam #ZuidHolland,curiosity,provincie,PROV-TOP-097,no,133
Hoeveel inkoopcontracten had Today Designers B.V. bij het Rijk? 137. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-107,yes,127
Algemene Zaken gaf €223.651.000 uit aan bijdragen aan baten-lastendiensten. In acht jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,category_reveal,apparaat,APP-KMIN-123,no,139
Hoeveel ontving Stichting Openbaar Basisonderwijs Westelijke Tuinsteden van Amsterdam? €38.576.130. In negen jaar. #Gemeentefonds #Gemeenten #Onderwijs #Amsterdam,curiosity,gemeente,GEM-TOP-071,no,162
Hogeschool Rotterdam had 36 contracten bij ZonMW. In zeven jaar. #Overheidsuitgaven #Rotterdam #HBO,concentration,publiek,PUB-TOP-091,yes,99
Hoeveel inkoopcontracten had Dokkumer Vlaggen Centrale B.V. bij het Rijk? 177. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-052,yes,137
Hoeveel inkoopcontracten had Sogeti Nederland B.V. bij het Rijk? 137. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-109,yes,128
BNI-afdrachten: €19.821.110.000. Uitvoeringsinstituut werknemersverzekeringen: €18.047.313.000. Via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #Transparantie,comparison,instrumenten,INSTR-TOP-006;INSTR-TOP-007,no,174
"Stichting HVO-Querido ontving €247.078.089 van de gemeente Amsterdam. Dat is 5,0% van alle uitkeringen. #Gemeentefonds #Gemeenten #Amsterdam",concentration,gemeente,GEM-DOM-036,no,140
Vattenfall Sales Nederland N.V.: €1.805.725.000. Deltafonds: €1.752.641.000. Via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #Transparantie,comparison,instrumenten,INSTR-TOP-105;INSTR-TOP-106,no,155
Bank Nederlandse Gemeenten ontving €49.969.479 van Noord-Brabant. In één jaar. #Provincies #Overheidsuitgaven #NoordBrabant,concentration,provincie,PROV-TOP-047,no,123
"Taakuitvoering Luchtstrijdkrachten gaf €345.088.000 uit aan salaris, vakantie en eindejaarsuitkering. In één jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie",category_reveal,apparaat,APP-KMIN-084,no,164
Hoeveel ontving Technische Universiteit Eindhoven van het Rijk? €2.015.021.000. In negen jaar. #Overheidsuitgaven #Rijksbegroting #Eindhoven #OV #Universiteit,curiosity,instrumenten,INSTR-TOP-091,no,158
Hoeveel ontving Belastingdienst/Toeslagen van het Rijk? €27.039.761.000. In drie jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,curiosity,instrumenten,INSTR-TOP-005,no,136
Bouwbedrijf Huurman Leiden BV had 52 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-014,yes,115
Financiën gaf €153.251.000 uit aan aanschaf hardware. In zeven jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,category_reveal,apparaat,APP-KMIN-173,no,118
Hoeveel ontving Stichting Probiblio van Noord-Holland? €27.069.978. In negen jaar. #Provincies #Overheidsuitgaven #NoordHolland,curiosity,provincie,PROV-TOP-095,no,127
Stichting Probiblio ontving €27.069.978 van Noord-Holland. In negen jaar. #Provincies #Overheidsuitgaven #NoordHolland,concentration,provincie,PROV-TOP-095,no,118
Gemeente Maastricht: €1.707.140.000. Gemeente Emmen: €1.704.146.000. Via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #Transparantie,comparison,instrumenten,INSTR-TOP-113;INSTR-TOP-114,no,147
Doelgroepenvervoer Regio Arnhem-Nijmegen ontving €16.039.901 van Gelderland. In vijf jaar. #Provincies #Overheidsuitgaven #Arnhem #Gelderland,concentration,provincie,PROV-TOP-166,no,141
Hoeveel ontving Gemeente Deventer van Overijssel? €20.903.763. In zeven jaar. #Provincies #Overheidsuitgaven #Overijssel,curiosity,provincie,PROV-TOP-120,no,120
Financiën gaf €310.449.000 uit aan uitgaven sociaal flankerend beleid. In acht jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,category_reveal,apparaat,APP-KMIN-089,no,134
Hoeveel ontving Stichting Haarlem Effect van Haarlem? €16.214.577. In zes jaar. #Gemeentefonds #Gemeenten #Haarlem,curiosity,gemeente,GEM-TOP-180,no,114
"Hoeveel gaf Onderwijs, Cultuur en Wetenschap uit aan apparaatskosten? €3.169.220.000. #Overheidsuitgaven #Rijksbegroting #Onderwijs #Cultuur",curiosity,apparaat,APP-MIN-012,no,140
Connexxion Openbaar Vervoer N.V. ontving €99.856.552 van de provincie Zuid-Holland. In vijf jaar. #Provincies #Overheidsuitgaven #ZuidHolland,scale_shock,provincie,PROV-TOP-015,no,141
Hoeveel ontving Bank Nederlandse Gemeenten van Noord-Brabant? €49.969.479. In één jaar. #Provincies #Overheidsuitgaven #NoordBrabant,curiosity,provincie,PROV-TOP-047,no,132
Stichting Wageningen Research had 32 contracten bij RVO. In twee jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-TOP-109,yes,114
Agrarisch Natuurbeheer West-Brabant ontving €18.741.809 van Noord-Brabant. In twee jaar. #Provincies #Overheidsuitgaven #NoordBrabant,concentration,provincie,PROV-TOP-135,no,133
Gran Mercado B.V. had 185 inkoopcontracten bij het Rijk. Categorie: representatie voor eigen personeel. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,concentration,inkoop,INKOOP-TOP-045,yes,162
Bouwbedrijf Huurman Leiden BV had 52 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-TOP-052,yes,115
Stichting Openbaar Basisonderwijs Westelijke Tuinsteden ontving €38.576.130 van de gemeente Amsterdam. In negen jaar. #Gemeentefonds #Gemeenten #Onderwijs #Amsterdam,scale_shock,gemeente,GEM-TOP-071,no,165
Hoeveel inkoopcontracten had De Ridder B.V. bij het Rijk? 122. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-147,yes,121
Hoeveel ontving St. Musis en Stadstheater van Arnhem? €35.629.047. In vijf jaar. #Gemeentefonds #Gemeenten #Cultuur #Arnhem,curiosity,gemeente,GEM-TOP-080,no,123
Rijkswaterstaat (RWS) ontving €2.502.734.000 in 2019 via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,instrumenten,INSTR-TOP-029,no,131
"Protinus IT B.V. had 908 inkoopcontracten bij het Rijk. Categorie: beheer, onderhoud programmatuur & software. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie",concentration,inkoop,INKOOP-TOP-001,yes,169
VisitBrabant Stichting BRBNT ontving €16.364.809 van Noord-Brabant. In zes jaar. #Provincies #Overheidsuitgaven #NoordBrabant,concentration,provincie,PROV-TOP-160,no,125
Solvinity had 29 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-062,yes,95
Unicef ontving €1.274.075.000 via financiële instrumenten. In negen jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,instrumenten,INSTR-TOP-150,no,123
Technische Unie B.V. had 172 inkoopcontracten bij het Rijk. Categorie: gebruik en onderhoud gebouw en terreinen. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,concentration,inkoop,INKOOP-TOP-062,yes,171
Gemeente Meierijstad ontving €13.210.983 van Noord-Brabant. In acht jaar. #Provincies #Overheidsuitgaven #NoordBrabant,concentration,provincie,PROV-TOP-190,no,118
Hoeveel ontving Staatsbosbeheer van Zeeland? €42.340.793. In acht jaar. #Provincies #Overheidsuitgaven #Zeeland,curiosity,provincie,PROV-TOP-057,no,111
Meetingselect BV had 22 contracten bij COA. In vier jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-121,yes,101
VCK Travel B.V. had 300 inkoopcontracten bij het Rijk. Categorie: reis en verblijfkosten. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,concentration,inkoop,INKOOP-TOP-015,yes,148
Stichting Avans ontving €2.028.629.000 via financiële instrumenten. In negen jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,instrumenten,INSTR-TOP-090,no,132
Ministerie van Defensie gaf €130.715.000 uit aan departement specifiek materieel. In één jaar. #Overheidsuitgaven #Rijksbegroting #Defensie,category_reveal,apparaat,APP-KMIN-189,no,139
Gemeente Assen had 17 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-192,yes,100
Hoeveel ontving Stichting Levvel van Amsterdam? €26.730.944. In negen jaar. #Gemeentefonds #Gemeenten #Amsterdam,curiosity,gemeente,GEM-TOP-111,no,112
Peutertoeslag Onderwijszaken ontving €29.166.982 van de gemeente Den Haag. In vier jaar. #Gemeentefonds #Gemeenten #Onderwijs #DenHaag,scale_shock,gemeente,GEM-TOP-102,no,134
Hoeveel ontving Gemeente Den Haag van Zuid-Holland? €13.930.592. In vijf jaar. #Provincies #Overheidsuitgaven #DenHaag #ZuidHolland,curiosity,provincie,PROV-TOP-185,no,131
Stichting Noordbrabants Museum ontving €38.282.475 van Noord-Brabant. In zes jaar. #Provincies #Overheidsuitgaven #Cultuur #NoordBrabant,concentration,provincie,PROV-TOP-063,no,136
"Categorie 'Uitbesteden juridische adviesopdrachten': 966 leveranciers, 2481 contracten bij het Rijk. #Overheidsinkoop #Rijksinkoop #Transparantie",category_reveal,inkoop,INKOOP-CAT-038,yes,145
"Kessler Stichting (Den Haag): €4.925.837 in 2022, €10.449.874 in 2018. #Gemeentefonds #Gemeenten #DenHaag",comparison,gemeente,GEM-TOP-117,no,105
"Landbouw, Natuur en Voedselkwaliteit gaf €156.141.000 uit aan salaris, vakantie- en eindejaarsuitkering. In één jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie",category_reveal,apparaat,APP-KMIN-169,no,167
Hoeveel ontving Stichting Arkin van Amersfoort? €20.441.947. In zeven jaar. #Gemeentefonds #Gemeenten #Amersfoort,curiosity,gemeente,GEM-TOP-149,no,113
Hoeveel ontving Stichting Cubiss Brabant van Noord-Brabant? €31.923.252. In acht jaar. #Provincies #Overheidsuitgaven #NoordBrabant,curiosity,provincie,PROV-TOP-076,no,131
Provincie Utrecht: €863.036.768. Provincie Friesland: €640.291.481. Provinciale subsidies. #Provincies #Overheidsuitgaven #Utrecht #Friesland,comparison,provincie,PROV-TOTAL-007;PROV-TOTAL-008,no,141
Hoeveel ontving Gemeente Venlo van Limburg? €17.860.284. In zeven jaar. #Provincies #Overheidsuitgaven #Limburg,curiosity,provincie,PROV-TOP-141,no,111
"Defensie gaf €17.205.513.000 uit aan salaris, vakantie en eindejaarsuitkering. In vijf jaar. #Overheidsuitgaven #Rijksbegroting #Defensie",category_reveal,apparaat,APP-KMIN-001,no,137
Hoeveel ontving Nederlandse organisatie voor van het Rijk? €2.698.839.000. In drie jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,curiosity,instrumenten,INSTR-TOP-070,no,138
Schoor Stichting De ontving €104.907.389 van de gemeente Almere. In zeven jaar. #Gemeentefonds #Gemeenten #Almere,scale_shock,gemeente,GEM-TOP-010,no,113
ANC Westergo ontving €22.724.628 van de provincie Friesland. In één jaar. #Provincies #Overheidsuitgaven #Friesland,scale_shock,provincie,PROV-TOP-108,no,115
"Financiën gaf €572.183.000 uit aan accountancy, financiën en administratieve organisatie. In acht jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie",category_reveal,apparaat,APP-KMIN-051,no,153
Technisch Bureau Magema B.V. had 133 inkoopcontracten bij het Rijk. Categorie: benodigdheden en hulpmiddelen. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,concentration,inkoop,INKOOP-TOP-119,yes,168
Jaarbeurs B.V. had 160 inkoopcontracten bij het Rijk. Categorie: representatie voor eigen personeel. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,concentration,inkoop,INKOOP-TOP-072,yes,159
Hoeveel ontving Stichting Amare van Den Haag? €21.787.907. In vier jaar. #Gemeentefonds #Gemeenten #DenHaag,curiosity,gemeente,GEM-TOP-140,no,107
Hoeveel ontving Stichting Hanzehogeschool Groningen van het Rijk? €1.680.510.000. In negen jaar. #Overheidsuitgaven #Rijksbegroting #Groningen #HBO,curiosity,instrumenten,INSTR-TOP-116,no,147
"RWA (=reg.WSW A'foort) ontving €51.679.136 van de gemeente Amersfoort. Dat is 9,0% van alle uitkeringen. #Gemeentefonds #Gemeenten #Amersfoort",concentration,gemeente,GEM-DOM-014,no,142
Gemeente tilburg ontving €3.326.821.000 via financiële instrumenten. In acht jaar. #Overheidsuitgaven #Rijksbegroting #Tilburg,scale_shock,instrumenten,INSTR-TOP-057,no,126
Hoeveel inkoopcontracten had Pino Evenementen & Congressen B.V. bij het Rijk? 145. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-093,yes,141
Hoeveel ontving Vereniging ANLB Rijn en Gouwe Wiericke van Zuid-Holland? €13.469.051. In drie jaar. #Provincies #Overheidsuitgaven #ZuidHolland,curiosity,provincie,PROV-TOP-189,no,143
"GGD Flevoland ontving €78.601.769 van de gemeente Almere. Dat is 9,3% van alle uitkeringen. #Gemeentefonds #Gemeenten #Flevoland #Almere",concentration,gemeente,GEM-DOM-013,no,136
Hoeveel gaf Justitie en Veiligheid uit aan apparaatskosten? €9.447.691.000. #Overheidsuitgaven #Rijksbegroting #Transparantie,curiosity,apparaat,APP-MIN-005,no,125
