text,format,module,fact_ids,staffel,chars
Hoeveel ontving Stichting Combiwel Buurtwerk van Amsterdam? €85.084.713. In acht jaar. #Gemeentefonds #Gemeenten #Amsterdam,curiosity,gemeente,GEM-TOP-018,no,123
Stichting WIJ Groningen ontving €202.265.560 van de gemeente Groningen. In zeven jaar. #Gemeentefonds #Gemeenten #Groningen,scale_shock,gemeente,GEM-TOP-003,no,123
USG Restart B.V. had twintig contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-140,yes,107
Logeion had 251 inkoopcontracten bij het Rijk. Categorie: studie en opleiding. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,concentration,inkoop,INKOOP-TOP-021,yes,137
Geanonimiseerde ontvanger(s) van Leningen voor Rentedragende lening (NR) ontving €2.600.352.000 in 2022 via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,instrumenten,INSTR-TOP-038,no,182
Gemeente Middelburg had 22 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-120,yes,105
Hoeveel ontving Ontwikkelingsmaatschappij Oost-Nederland N.V. van Gelderland? €47.659.464. In negen jaar. #Provincies #Overheidsuitgaven #Gelderland,curiosity,provincie,PROV-TOP-052,no,148
(COA)litie V.O.F. had 26 contracten bij COA. In zeven jaar. #Overheidsuitgaven #COA #Transparantie,concentration,publiek,PUB-SRC-078,yes,98
Ministerie van Financien: €16.964.954.000. TenneT Holding B.V.: €15.946.400.000. Via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #TenneT,comparison,instrumenten,INSTR-TOP-011;INSTR-TOP-012,no,152
Gemeente Hilversum ontving €17.370.759 van Noord-Holland. In negen jaar. #Provincies #Overheidsuitgaven #NoordHolland,concentration,provincie,PROV-TOP-147,no,117
Sociale Zaken en Werkgelegenheid gaf €339.322.000 uit aan salarissen. In één jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,category_reveal,apparaat,APP-KMIN-085,no,132
Universiteit van Amsterdam ontving €5.206.678.000 via financiële instrumenten. In negen jaar. #Overheidsuitgaven #Rijksbegroting #Amsterdam #Universiteit,scale_shock,instrumenten,INSTR-TOP-042,no,153
Sportbedrijf Arnhem had 17 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Arnhem #Sport,concentration,publiek,PUB-SRC-183,yes,95
Gemeente Arnhem ontving €2.826.283.000 via financiële instrumenten. In acht jaar. #Overheidsuitgaven #Rijksbegroting #Arnhem,scale_shock,instrumenten,INSTR-TOP-067,no,124
Hoeveel ontving Stichting Lokalis van Utrecht? €63.185.356. In twee jaar. #Gemeentefonds #Gemeenten #Utrecht,curiosity,gemeente,GEM-TOP-036,no,108
MEE West-Brabant ontving €27.365.575 van de gemeente Breda. In zeven jaar. #Gemeentefonds #Gemeenten #Breda,scale_shock,gemeente,GEM-TOP-106,no,107
Hoeveel inkoopcontracten had Andersson Elffers Felix bij het Rijk? 159. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-074,yes,130
Berenschot Groep B.V. had 174 inkoopcontracten bij het Rijk. Categorie: studie en opleiding. #Overheidsinkoop #Rijksinkoop #Transparantie,category_reveal,inkoop,INKOOP-TOP-060,yes,137
Hoeveel ontving Stichting Samen Veilig Midden-Nederland van Utrecht? €26.863.354. In twee jaar. #Gemeentefonds #Gemeenten #Utrecht,curiosity,gemeente,GEM-TOP-110,no,130
Hoeveel ontving Stichting Bibliotheek van Tilburg? €14.146.398. In twee jaar. #Gemeentefonds #Gemeenten #Bibliotheken #Tilburg,curiosity,gemeente,GEM-TOP-198,no,126
Hoeveel ontving Stichting Combiwel voor Kinderen van Amsterdam? €22.532.196. In zeven jaar. #Gemeentefonds #Gemeenten #Amsterdam,curiosity,gemeente,GEM-TOP-136,no,128
Manutan B.V had 33 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-TOP-098,yes,97
Hoeveel ontving Doelgroepenvervoer Regio Arnhem-Nijmegen van Gelderland? €16.039.901. In vijf jaar. #Provincies #Overheidsuitgaven #Arnhem #Gelderland,curiosity,provincie,PROV-TOP-166,no,150
Kunstlinie Almere Flevoland (KAF) ontving €21.701.973 van de gemeente Almere. In drie jaar. #Gemeentefonds #Gemeenten #Flevoland #Almere,scale_shock,gemeente,GEM-TOP-142,no,136
Gemeente Groningen: €846.472.579 aan uitkeringen. Gemeente Almere: €845.041.603. #Gemeentefonds #Gemeenten #Groningen,comparison,gemeente,GEM-TOTAL-003;GEM-TOTAL-004,no,117
Gemeente Lingewaard ontving €16.884.499 van Gelderland. In negen jaar. #Provincies #Overheidsuitgaven #Gelderland,concentration,provincie,PROV-TOP-152,no,113
Hoeveel ontving Contour deTwern van Tilburg? €18.832.291. In één jaar. #Gemeentefonds #Gemeenten #Tilburg,curiosity,gemeente,GEM-TOP-159,no,105
De Meeuw Oirschot B.V. had 57 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-011,yes,108
Hoeveel inkoopcontracten had QuoVadis Trustlink B.V. bij het Rijk? 271. In acht jaar. #Overheidsinkoop #Rijksinkoop #OV,curiosity,inkoop,INKOOP-TOP-017,yes,119
Stichting Rijnbrink Holding ontving €55.097.853 van Gelderland. In acht jaar. #Provincies #Overheidsuitgaven #Gelderland,concentration,provincie,PROV-TOP-037,no,120
Firma Hof der Muzen had 143 inkoopcontracten bij het Rijk. Categorie: representatie voor eigen personeel. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,concentration,inkoop,INKOOP-TOP-094,yes,164
Geanonimiseerde ontvanger(s) van Inkomensoverdrachten voor Aanvullende beurs gift (R): €2.216.154.000. Universiteit Twente: €2.175.906.000. Via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #OV #Universiteit,comparison,instrumenten,INSTR-TOP-082;INSTR-TOP-083,no,221
Binnenlandse Zaken en Koninkrijksrelaties gaf €357.325.000 uit aan bzk specifiek. In één jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,category_reveal,apparaat,APP-KMIN-083,no,144
Stichting Anton Constandse ontving €89.844.748 van de gemeente Den Haag. In zes jaar. #Gemeentefonds #Gemeenten #DenHaag,scale_shock,gemeente,GEM-TOP-015,no,120
Manutan B.V. had 530 inkoopcontracten bij het Rijk. Categorie: benodigdheden en hulpmiddelen. #Overheidsinkoop #Rijksinkoop #Transparantie,category_reveal,inkoop,INKOOP-TOP-004,yes,138
Het Rijk gaf €707.620.000 uit aan uitkeringen. Via apparaatsuitgaven. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,apparaat,APP-TOP-031,no,119
Hoeveel inkoopcontracten had Technische Unie B.V. bij het Rijk? 172. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-062,yes,127
Gemeente Enschede ontving €2.599.137.000 via financiële instrumenten. In acht jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,instrumenten,INSTR-TOP-075,no,133
Ondersteuning krijgsmacht door CDC: €1.223.077.000. Taakuitvoering Landstrijdkrachten: €1.080.997.000. Apparaatskosten. #Overheidsuitgaven #Rijksbegroting #Transparantie,comparison,apparaat,APP-MIN-023;APP-MIN-024,no,169
Defensie gaf €133.809.000 uit aan studie en opleiding (vliegeropleidingen). In twee jaar. #Overheidsuitgaven #Rijksbegroting #Defensie,category_reveal,apparaat,APP-KMIN-188,no,134
Hoeveel ontving Universiteit Leiden van het Rijk? €4.280.836.000. In negen jaar. #Overheidsuitgaven #Rijksbegroting #Universiteit,curiosity,instrumenten,INSTR-TOP-051,no,129
