text,format,module,fact_ids,staffel,chars
H&S Oisterwijk BV had 24 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-109,yes,103
Hoeveel ontving Universiteit Maastricht van het Rijk? €1.293.742.000. In negen jaar. #Overheidsuitgaven #Rijksbegroting #Universiteit,curiosity,instrumenten,INSTR-TOP-146,no,133
Hoeveel ontving Staatsbosbeheer van Limburg? €52.952.342. In zes jaar. #Provincies #Overheidsuitgaven #Limburg,curiosity,provincie,PROV-TOP-041,no,110
Lyreco Nederland B.V had 255 inkoopcontracten bij het Rijk. Categorie: benodigdheden en hulpmiddelen. #Overheidsinkoop #Rijksinkoop #Transparantie,category_reveal,inkoop,INKOOP-TOP-020,yes,146
Holding Beheermaatschappij Ropeni B.V. had 249 inkoopcontracten bij het Rijk. Categorie: representatie voor eigen personeel. #Overheidsinkoop #Rijksinkoop #Transparantie,category_reveal,inkoop,INKOOP-TOP-022,yes,169
"Stichting de Toneelschuur ontving €15.003,408 van de gemeente Haarlem. Dat is 3,4% van alle uitkeringen. #Gemeentefonds #Gemeenten #Haarlem",concentration,gemeente,GEM-DOM-060,no,139
Lnsurance Managers B.V. had 21 contracten bij COA. In twee jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-129,yes,108
Hoeveel inkoopcontracten had Cameranu.nl bij het Rijk? 139. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-101,yes,118
Slaapschepen Accommodations BV had 17 contracten bij COA. In twee jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-181,yes,115
Hoeveel ontving Particulier van Amsterdam? €32.677.497. In negen jaar. #Gemeentefonds #Gemeenten #Amsterdam,curiosity,gemeente,GEM-TOP-084,no,107
Provincie Noord-Brabant: €1.937.652.000. Nederlandse organisatie voor wetenschappelijk onderzoek (NWO): €1.935.895.000. Via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #NoordBrabant #OV,comparison,instrumenten,INSTR-TOP-096;INSTR-TOP-097,no,201
"Binnenlandse zaken en Koninkrijksrelaties gaf €243.690.000 uit aan salaris, vakantie- en eindejaarsuitkering. In één jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie",category_reveal,apparaat,APP-KMIN-112,no,172
Gemeente Haarlemmermeer ontving €1.350.883.000 via financiële instrumenten. In acht jaar. #Overheidsuitgaven #Rijksbegroting #Haarlem,scale_shock,instrumenten,INSTR-TOP-140,no,133
Stichting Lucas Onderwijs ontving €66.679.388 van de gemeente Den Haag. In acht jaar. #Gemeentefonds #Gemeenten #Onderwijs #DenHaag,scale_shock,gemeente,GEM-TOP-034,no,131
Hoeveel ontving Collectief Alblasserwaard/Vijfheerenlanden Co√∂peratieve U.A. van Zuid-Holland? €27.891.820. In drie jaar. #Provincies #Overheidsuitgaven #ZuidHolland,curiosity,provincie,PROV-TOP-092,no,166
Hoeveel inkoopcontracten had Het Pleidooi bij het Rijk? 134. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-118,yes,119
Amsterdam: €8.667.007.000. Commissariaat voor de media: €8.584.054.000. Via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #Amsterdam,comparison,instrumenten,INSTR-TOP-022;INSTR-TOP-023,no,146
Centraal Apparaat gaf €150.355.000 uit aan wachtgelden en sbk gelden. In één jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,category_reveal,apparaat,APP-KMIN-175,no,132
"Binnenlandse Zaken en Koninkrijksrelaties gaf €1.341.057.000 uit aan salaris, vakantie en eindejaarsuitkering. In acht jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie",category_reveal,apparaat,APP-KMIN-024,no,174
Cloose had 125 inkoopcontracten bij het Rijk. Categorie: representatie voor eigen personeel. #Overheidsinkoop #Rijksinkoop #Transparantie,category_reveal,inkoop,INKOOP-TOP-140,yes,137
De Meeuw Verhuur Nederland B.V had vijfentwintig contracten bij COA. In vijf jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-095,yes,126
KleurRijker B.V. had 26 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-TOP-150,yes,102
