text,format,module,fact_ids,staffel,chars
Stichting Probiblio ontving €15.621.974 van Zuid-Holland. In drie jaar. #Provincies #Overheidsuitgaven #ZuidHolland,concentration,provincie,PROV-TOP-169,no,115
Hoeveel inkoopcontracten had Schiphol Nederland B.V. bij het Rijk? 249. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-023,yes,130
De Haagse Scholen 007 ontving €47.250.564 van de gemeente Den Haag. In vijf jaar. #Gemeentefonds #Gemeenten #DenHaag,scale_shock,gemeente,GEM-TOP-057,no,116
Natuurmonumenten ontving €17.683.736 van Noord-Brabant. In twee jaar. #Provincies #Overheidsuitgaven #NoordBrabant,concentration,provincie,PROV-TOP-143,no,114
Hoeveel ontving Stichting Landschap Overijssel van Overijssel? €45.101.578. In zeven jaar. #Provincies #Overheidsuitgaven #Overijssel #OV,curiosity,provincie,PROV-TOP-054,no,137
Hoeveel ontving Tno Kwaliteit Van Leven van het Rijk? €1.811.532.000. In zeven jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,curiosity,instrumenten,INSTR-TOP-104,no,134
Ontwerpwerk B.V. had 171 inkoopcontracten bij het Rijk. Categorie: diversen communicatie. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,concentration,inkoop,INKOOP-TOP-063,yes,148
Hoeveel inkoopcontracten had HaskoningDHV Nederland B.V. bij het Rijk? 152. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-083,yes,134
Cameranu.nl had 139 inkoopcontracten bij het Rijk. Categorie: benodigdheden en hulpmiddelen. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,concentration,inkoop,INKOOP-TOP-101,yes,151
Hoeveel ontving Immigratie- en Naturalisatiedienst van het Rijk? €2.959.047.000. In vijf jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,curiosity,instrumenten,INSTR-TOP-062,no,144
Topgeschenken Nederland BV had 21 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-130,yes,112
Coöperatieve Vereniging Agrarisch Landschap ontving €30.736.594 van Gelderland. In twee jaar. #Provincies #Overheidsuitgaven #Gelderland,concentration,provincie,PROV-TOP-081,no,136
Kwintes ontving €49.016.802 van de gemeente Amersfoort. In zeven jaar. #Gemeentefonds #Gemeenten #Amersfoort,scale_shock,gemeente,GEM-TOP-054,no,108
Hoeveel ontving Gemeente Apeldoorn van het Rijk? €2.156.102.000. In acht jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,curiosity,instrumenten,INSTR-TOP-086,no,128
Hoeveel ontving Gebiedscoöperatie It Lege Midden UA van Friesland? €20.203.189. In één jaar. #Provincies #Overheidsuitgaven #Friesland,curiosity,provincie,PROV-TOP-126,no,134
"Leger des Heils Welzijns-en Gezondheidszorg (Groningen): €2.259.736 in 2019, €5.362.225 in 2020. #Gemeentefonds #Gemeenten #Zorg #Welzijn #Groningen",comparison,gemeente,GEM-TOP-190,no,148
Geanonimiseerde ontvanger(s) van Inkomensoverdrachten voor Aanvullende beurs gift (R) ontving €2.216.154.000 via financiële instrumenten. In drie jaar. #Overheidsuitgaven #Rijksbegroting #OV,scale_shock,instrumenten,INSTR-TOP-082,no,190
Gemeente 's-hertogenbosch ontving €1.934.865.000 via financiële instrumenten. In acht jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,instrumenten,INSTR-TOP-098,no,141
Surplus Welzijn Breda ontving €21.710.041 van de gemeente Breda. In zeven jaar. #Gemeentefonds #Gemeenten #Breda #Welzijn,scale_shock,gemeente,GEM-TOP-141,no,121
Stichting Gemeentemuseum Den Haag ontving €31.019.452 van de gemeente Den Haag. In drie jaar. #Gemeentefonds #Gemeenten #DenHaag #Cultuur,scale_shock,gemeente,GEM-TOP-093,no,137
"Categorie 'Laboratoriummaterialen': 863 leveranciers, 5355 contracten bij het Rijk. #Overheidsinkoop #Rijksinkoop #Transparantie",category_reveal,inkoop,INKOOP-CAT-025,yes,128
"Categorie 'Aanschaf Hardware': 586 leveranciers, 3860 contracten bij het Rijk. #Overheidsinkoop #Rijksinkoop #Transparantie",category_reveal,inkoop,INKOOP-CAT-032,yes,123
Het Nederlandse Rode Kruis had 30 contracten bij COA. In vier jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-TOP-119,yes,111
Gemeente Zoetermeer ontving €1.361.895.000 via financiële instrumenten. In acht jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,instrumenten,INSTR-TOP-137,no,135
Ministerie van Sociale Zaken en Werkgelegenheid gaf €148.798.000 uit aan soc.lstn/bijdr zvw. In drie jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,category_reveal,apparaat,APP-KMIN-176,no,156
"Stichting Stedelijk Museum Breda ontving €27.056.982 van de gemeente Breda. Dat is 4,0% van alle uitkeringen. #Gemeentefonds #Gemeenten #Breda #Cultuur",concentration,gemeente,GEM-DOM-047,no,151
Erasmus Universiteit Rotterdam ontving €3.759.318.000 via financiële instrumenten. In negen jaar. #Overheidsuitgaven #Rijksbegroting #Rotterdam #Universiteit,scale_shock,instrumenten,INSTR-TOP-056,no,157
H. Offerein Supermarkt B.V. had 28 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-TOP-135,yes,113
DPG Media B.V. had 136 inkoopcontracten bij het Rijk. Categorie: diversen communicatie. #Overheidsinkoop #Rijksinkoop #Transparantie,category_reveal,inkoop,INKOOP-TOP-111,yes,132
Uitjesbazen B.V. had 126 inkoopcontracten bij het Rijk. Categorie: representatie voor eigen personeel. #Overheidsinkoop #Rijksinkoop #Transparantie,category_reveal,inkoop,INKOOP-TOP-135,yes,147
"Verdonck, Klooster & Associates B.V. had 171 inkoopcontracten bij het Rijk. Categorie: aan een externe partij uitbestede ict-dienstverlening. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie",concentration,inkoop,INKOOP-TOP-064,yes,200
Stichting ZB Bibliotheek van Zeeland ontving €21.552.841 van Zeeland. In drie jaar. #Provincies #Overheidsuitgaven #Zeeland #Bibliotheken,concentration,provincie,PROV-TOP-113,no,137
"Hoeveel ontving Gebiedscoop Rijn, Vecht en Venen U.A. van Utrecht? €21.265.288. In twee jaar. #Provincies #Overheidsuitgaven #Utrecht",curiosity,provincie,PROV-TOP-114,no,133
Stichting Accessibility had 174 inkoopcontracten bij het Rijk. Categorie: studie en opleiding. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,concentration,inkoop,INKOOP-TOP-058,yes,153
"Categorie 'DEF specifiek': 4544 leveranciers, 16657 contracten bij het Rijk. #Overheidsinkoop #Rijksinkoop #Transparantie",category_reveal,inkoop,INKOOP-CAT-011,yes,121
Stichting VRIJDAG ontving €27.310.705 van de gemeente Groningen. In acht jaar. #Gemeentefonds #Gemeenten #Groningen,scale_shock,gemeente,GEM-TOP-108,no,115
Stichting Salvage had 21 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-128,yes,103
Hoeveel ontving Stichting HCO van Den Haag? €15.904.434. In vier jaar. #Gemeentefonds #Gemeenten #DenHaag,curiosity,gemeente,GEM-TOP-184,no,105
Huis voor de Kunsten Limburg ontving €15.268.476 van Limburg. In zeven jaar. #Provincies #Overheidsuitgaven #Limburg,concentration,provincie,PROV-TOP-172,no,116
"Solvinity had 135 inkoopcontracten bij het Rijk. Categorie: beheer, onderhoud programmatuur & software. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie",concentration,inkoop,INKOOP-TOP-115,yes,162
"Financien gaf €1.576.008.000 uit aan salaris, vakantie en eindejaarsuitkering. In één jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie",category_reveal,apparaat,APP-KMIN-020,no,141
Karwei Burgum had 17 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-190,yes,99
Hoeveel ontving RWA (=reg.WSW A'foort) van Amersfoort? €51.679.136. In drie jaar. #Gemeentefonds #Gemeenten #Amersfoort,curiosity,gemeente,GEM-TOP-051,no,119
Jungheinrich Nederland B.V. had 133 inkoopcontracten bij het Rijk. Categorie: wagenpark. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,concentration,inkoop,INKOOP-TOP-120,yes,147
Hoeveel inkoopcontracten had Munckhof Reizen B.V. bij het Rijk? 149. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-086,yes,127
Stichting Samen Veilig Midden-Nederland ontving €21.617.006 van de gemeente Almere. In drie jaar. #Gemeentefonds #Gemeenten #Almere,scale_shock,gemeente,GEM-TOP-143,no,131
Stichting Stedelijk Museum Amsterdam ontving €108.729.180 van de gemeente Amsterdam. In acht jaar. #Gemeentefonds #Gemeenten #Amsterdam #Cultuur,scale_shock,gemeente,GEM-TOP-009,no,144
Hoeveel ontving Stichting Food Valley van Gelderland? €24.988.500. In vier jaar. #Provincies #Overheidsuitgaven #Gelderland,curiosity,provincie,PROV-TOP-101,no,123
Infrastructuur en Waterstaat gaf €1.097.231.000 uit aan pensioenpremies. In zeven jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,category_reveal,apparaat,APP-KMIN-032,no,137
Collectief Alblasserwaard/Vijfheerenlanden Co√∂peratieve U.A. ontving €27.891.820 van Zuid-Holland. In drie jaar. #Provincies #Overheidsuitgaven #ZuidHolland,concentration,provincie,PROV-TOP-092,no,157
"Buitenlandse Zaken gaf €422.111.000 uit aan toelagen, toeslagen en vergoedingen. In zeven jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie",category_reveal,apparaat,APP-KMIN-072,no,145
Hoeveel gaf Ministerie van Veiligheid en Justitie uit aan apparaatskosten? €2.193.548.000. #Overheidsuitgaven #Rijksbegroting #Transparantie,curiosity,apparaat,APP-MIN-017,no,140
Gemeente tilburg: €3.326.821.000. Gemeente Eindhoven: €3.324.318.000. Via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #Eindhoven #Tilburg #OV,comparison,instrumenten,INSTR-TOP-057;INSTR-TOP-058,no,157
Eindhoven Airport N.V. ontving €55.000.000 van de provincie Noord-Brabant. In één jaar. #Provincies #Overheidsuitgaven #Eindhoven #OV #NoordBrabant,scale_shock,provincie,PROV-TOP-038,no,147
Hoeveel ontving Eindhoven van het Rijk? €1.988.744.000. In vier jaar. #Overheidsuitgaven #Rijksbegroting #Eindhoven #OV,curiosity,instrumenten,INSTR-TOP-092,no,119
Zeelandhallen Exploitatie BV had 31 contracten bij COA. In vijf jaar. #Overheidsuitgaven #Zeeland #Transparantie,concentration,publiek,PUB-SRC-053,yes,112
Elan Zuidoost Friesland ontving €17.300.398 van Friesland. In drie jaar. #Provincies #Overheidsuitgaven #Friesland,concentration,provincie,PROV-TOP-148,no,114
Banketbakkerij Boheemen had 177 inkoopcontracten bij het Rijk. Categorie: representatie voor eigen personeel. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,concentration,inkoop,INKOOP-TOP-053,yes,168
Hoeveel ontving Samen Veilig Midden-Nederland van Amersfoort? €18.802.078. In zeven jaar. #Gemeentefonds #Gemeenten #Amersfoort,curiosity,gemeente,GEM-TOP-160,no,127
Stichting Buurtteam Amsterdam Zuid ontving €24.554.962 van de gemeente Amsterdam. In twee jaar. #Gemeentefonds #Gemeenten #Amsterdam,scale_shock,gemeente,GEM-TOP-125,no,132
Stichting ZB Bibliotheek van Zeeland ontving €21.552.841 van de provincie Zeeland. In drie jaar. #Provincies #Overheidsuitgaven #Zeeland #Bibliotheken,scale_shock,provincie,PROV-TOP-113,no,150
"Ministerie van Landbouw, Natuur en Voedselkwaliteit ontving €40.809.556 van de provincie Gelderland. In één jaar. #Provincies #Overheidsuitgaven #Gelderland",scale_shock,provincie,PROV-TOP-061,no,156
Gemeente Heerhugowaard ontving €16.583.045 van Noord-Holland. In zeven jaar. #Provincies #Overheidsuitgaven #NoordHolland,concentration,provincie,PROV-TOP-157,no,121
