text,format,module,fact_ids,staffel,chars
Hoeveel ontving Gemeente Venlo van het Rijk? €1.585.621.000. In acht jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,curiosity,instrumenten,INSTR-TOP-123,no,124
Hoeveel inkoopcontracten had Telindus-ISIT B.V. bij het Rijk? 186. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-044,yes,125
Hoeveel inkoopcontracten had New Babylon Meeting Center B.V. bij het Rijk? 149. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-085,yes,138
Hoeveel ontving Erasmus Universiteit Rotterdam van het Rijk? €3.759.318.000. In negen jaar. #Overheidsuitgaven #Rijksbegroting #Rotterdam #Universiteit,curiosity,instrumenten,INSTR-TOP-056,no,151
Hoeveel ontving Stichting Impuls van Amsterdam? €68.009.824. In negen jaar. #Gemeentefonds #Gemeenten #Amsterdam,curiosity,gemeente,GEM-TOP-030,no,112
Almere ontving €1.568.861.000 via financiële instrumenten. In vier jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,instrumenten,INSTR-TOP-125,no,122
Holding Beheermaatschappij Ropeni B.V. had 249 inkoopcontracten bij het Rijk. Categorie: representatie voor eigen personeel. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,concentration,inkoop,INKOOP-TOP-022,yes,183
Papyrus Groep Nederland B.V. had 132 inkoopcontracten bij het Rijk. Categorie: benodigdheden en hulpmiddelen. #Overheidsinkoop #Rijksinkoop #Transparantie,category_reveal,inkoop,INKOOP-TOP-121,yes,154
Hoeveel ontving Gemeente Eindhoven Stadhuis van Noord-Brabant? €53.402.841. In vier jaar. #Provincies #Overheidsuitgaven #Eindhoven #OV #NoordBrabant,curiosity,provincie,PROV-TOP-040,no,149
"Het Rijk gaf €1.449.943.000 uit aan wachtgelden, inactiviteitswedden en sbk-gelden. Via apparaatsuitgaven. #Overheidsuitgaven #Rijksbegroting #Transparantie",scale_shock,apparaat,APP-TOP-016,no,156
Ondersteuning krijgsmacht door CDC gaf €216.632.000 uit aan bijdrage sso rvb; gebruik en onderhoud gebouw en terreinen. In één jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,category_reveal,apparaat,APP-KMIN-128,no,182
"Onderwijs, Cultuur en Wetenschap gaf €256.945.000 uit aan pensioenpremies. In elf jaar. #Overheidsuitgaven #Rijksbegroting #Onderwijs #Cultuur",category_reveal,apparaat,APP-KMIN-104,no,142
"Ministerie van Defensie: €11.426.358.000 aan apparaatskosten. Salarissen, huisvesting, ICT en meer. #Overheidsuitgaven #Rijksbegroting #Defensie",scale_shock,apparaat,APP-MIN-004,no,144
Hoeveel ontving Stichting Instituut voor Maatschappelijk Welzijn Breda e.o. van Breda? €31.358.193. In zeven jaar. #Gemeentefonds #Gemeenten #Breda #Welzijn,curiosity,gemeente,GEM-TOP-091,no,156
Hoeveel ontving Openbare Bibliotheek Almere Stichting van Almere? €56.601.434. In zeven jaar. #Gemeentefonds #Gemeenten #Bibliotheken #Almere,curiosity,gemeente,GEM-TOP-042,no,141
Waterschap Vechtstromen ontving €18.467.207 van Overijssel. In zeven jaar. #Provincies #Overheidsuitgaven #Overijssel,concentration,provincie,PROV-TOP-137,no,117
