text,format,module,fact_ids,staffel,chars
"Stichting Eigenwijks, organisatie van samenwerkende wijkbewoners ontving €29.973.375 van de gemeente Amsterdam. In negen jaar. #Gemeentefonds #Gemeenten #Amsterdam",scale_shock,gemeente,GEM-TOP-098,no,163
"Stichting ""Het Zuid-Hollands Landschap"" ontving €32.767.195 van de provincie Zuid-Holland. In vier jaar. #Provincies #Overheidsuitgaven #ZuidHolland",scale_shock,provincie,PROV-TOP-075,no,148
Staatsbosbeheer ontving €52.198.526 van Overijssel. In zeven jaar. #Provincies #Overheidsuitgaven #Overijssel,concentration,provincie,PROV-TOP-043,no,109
Nederlandse Waterschapsbank NV ontving €75.000.000 van Noord-Brabant. In één jaar. #Provincies #Overheidsuitgaven #NoordBrabant,concentration,provincie,PROV-TOP-020,no,127
Hoeveel ontving Bonnefantenmuseum Maastricht van Limburg? €16.604.455. In drie jaar. #Provincies #Overheidsuitgaven #Cultuur #Limburg,curiosity,provincie,PROV-TOP-156,no,133
GGD Flevoland ontving €78.601.769 van de gemeente Almere. In zes jaar. #Gemeentefonds #Gemeenten #Flevoland #Almere,scale_shock,gemeente,GEM-TOP-024,no,115
Hoeveel inkoopcontracten had B+B Vakmedianet B.V. bij het Rijk? 193. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-041,yes,127
Justitie en Veiligheid gaf €479.620.000 uit aan verwerven en afstoten. In zeven jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,category_reveal,apparaat,APP-KMIN-062,no,135
Stichting Nationale Opera & Ballet ontving €97.677.291 van de gemeente Amsterdam. In acht jaar. #Gemeentefonds #Gemeenten #Amsterdam,scale_shock,gemeente,GEM-TOP-012,no,132
Kamera Express had 125 inkoopcontracten bij het Rijk. Categorie: diversen communicatie. #Overheidsinkoop #Rijksinkoop #Transparantie,category_reveal,inkoop,INKOOP-TOP-136,yes,132
