text,format,module,fact_ids,staffel,chars
Rainbow Events had vijfentwintig contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-091,yes,111
Hoeveel ontving Universiteit Utrecht van het Rijk? €5.616.784.000. In negen jaar. #Overheidsuitgaven #Rijksbegroting #Utrecht #Universiteit,curiosity,instrumenten,INSTR-TOP-040,no,139
Coöperatieve Vereniging Agrarisch Landschap Achterhoek ontving €40.960.724 van de provincie Gelderland. In vier jaar. #Provincies #Overheidsuitgaven #Gelderland,scale_shock,provincie,PROV-TOP-060,no,160
Hoeveel ontving Gemeente Roosendaal van Noord-Brabant? €14.856.947. In zes jaar. #Provincies #Overheidsuitgaven #NoordBrabant,curiosity,provincie,PROV-TOP-176,no,125
Hoeveel ontving Stichting het Residentie Orkest (1) van Den Haag? €15.561.336. In drie jaar. #Gemeentefonds #Gemeenten #DenHaag,curiosity,gemeente,GEM-TOP-188,no,127
Zie apart bestand: €1.734.732.000. Provincie Zuid-Holland: €1.723.980.000. Via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #ZuidHolland #OV,comparison,instrumenten,INSTR-TOP-109;INSTR-TOP-110,no,155
"Categorie 'Arbeidsomstandigheden en personele zorg (incl. BHV middelen)': 4173 leveranciers, 11895 contracten bij het Rijk. #Overheidsinkoop #Rijksinkoop #Zorg",category_reveal,inkoop,INKOOP-CAT-013,yes,159
Rijksdienst voor Ondernemend Nederland (RVO) ontving €1.759.590.000 in 2020 via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,instrumenten,INSTR-TOP-047,no,154
Hoeveel inkoopcontracten had Logeion bij het Rijk? 251. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-021,yes,114
Hoeveel ontving Stichting Xtra plus van Den Haag? €35.804.947. In vijf jaar. #Gemeentefonds #Gemeenten #DenHaag,curiosity,gemeente,GEM-TOP-078,no,111
"Categorie 'Beheer, Onderhoud programmatuur & software': 1034 leveranciers, 8592 contracten bij het Rijk. #Overheidsinkoop #Rijksinkoop #Transparantie",category_reveal,inkoop,INKOOP-CAT-017,yes,149
"Binnenlandse Zaken en Koninkrijksrelaties: €5.818.243.000 aan apparaatskosten. Salarissen, huisvesting, ICT en meer. #Overheidsuitgaven #Rijksbegroting #Transparantie",scale_shock,apparaat,APP-MIN-008,no,166
Hoeveel inkoopcontracten had Nevi B.V. bij het Rijk? 143. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-095,yes,116
Fox-IT had 128 inkoopcontracten bij het Rijk. Categorie: studie en opleiding. #Overheidsinkoop #Rijksinkoop #Transparantie,category_reveal,inkoop,INKOOP-TOP-130,yes,122
Belastingdienst: €7.329.971.000. Rijkswaterstaat (RWS): €7.201.144.000. Via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #Transparantie,comparison,instrumenten,INSTR-TOP-028;INSTR-TOP-029,no,150
Vereniging Noardlike Fryske Wâlden ontving €33.655.478 van Friesland. In twee jaar. #Provincies #Overheidsuitgaven #Friesland,concentration,provincie,PROV-TOP-070,no,125
Ardis Organisatieontwikkeling B.V. had 204 inkoopcontracten bij het Rijk. Categorie: studie en opleiding. #Overheidsinkoop #Rijksinkoop #Transparantie,category_reveal,inkoop,INKOOP-TOP-035,yes,150
NWO-institutenorganisatie had 55 contracten bij NWO. In acht jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-TOP-049,yes,110
Gemeente Leeuwarden ontving €2.123.437.000 via financiële instrumenten. In acht jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,instrumenten,INSTR-TOP-087,no,135
Staatsbosbeheer regio Zuid ontving €41.815.226 van Noord-Brabant. In zes jaar. #Provincies #Overheidsuitgaven #NoordBrabant,concentration,provincie,PROV-TOP-058,no,123
Stichting Combiwel Buurtteams ontving €84.593.304 van de gemeente Amsterdam. In acht jaar. #Gemeentefonds #Gemeenten #Amsterdam,scale_shock,gemeente,GEM-TOP-019,no,127
Fuego had 49 contracten bij COA. In vier jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-TOP-062,yes,90
Stichting Via Jeugd had 34 contracten bij COA. In vier jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-037,yes,104
Hoeveel inkoopcontracten had Jaarbeurs B.V. bij het Rijk? 160. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-072,yes,121
Munckhof Taxi BV (voorheen 601 had 31 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-050,yes,116
Provincie utrecht: €1.620.327.000. Arnhem: €1.618.331.000. Via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #Utrecht #Arnhem #OV,comparison,instrumenten,INSTR-TOP-121;INSTR-TOP-122,no,143
Technische universiteit Delft ontving geld van het Rijk via vijf verschillende bronnen. Totaal: €4.003.963.936. #Overheidsuitgaven #Rijksbegroting #Universiteit,curiosity,integraal,CROSS-MULTI-006,no,160
"Economische zaken en Klimaat gaf €305.685.000 uit aan salaris, vakantie en eindejaarsuitkering. In één jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie",category_reveal,apparaat,APP-KMIN-090,no,158
"Categorie 'Research & development': 367 leveranciers, 1058 contracten bij het Rijk. #Overheidsinkoop #Rijksinkoop #Transparantie",category_reveal,inkoop,INKOOP-CAT-047,yes,128
Universiteit van Amsterdam had 29 contracten bij ZonMW. In zeven jaar. #Overheidsuitgaven #Amsterdam #Universiteit,concentration,publiek,PUB-TOP-129,yes,114
Stichting Stedelijk Museum Breda ontving €27.056.982 van de gemeente Breda. In zeven jaar. #Gemeentefonds #Gemeenten #Breda #Cultuur,scale_shock,gemeente,GEM-TOP-109,no,132
Hoeveel inkoopcontracten had Avex B.V. bij het Rijk? 166. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-070,yes,116
Staatsbosbeheer (Gelderland): €91.743.628. Coöperatie Natuurrijk Limburg u.a. (Limburg): €69.167.853. #Provincies #Overheidsuitgaven #Gelderland #Limburg,comparison,provincie,PROV-TOP-016;PROV-TOP-024,no,153
Hoeveel ontving Stichting Hulp en Opvang Prostitutie en Mensenhandel van Den Haag? €22.760.913. In acht jaar. #Gemeentefonds #Gemeenten #DenHaag,curiosity,gemeente,GEM-TOP-135,no,144
Ontwikkelingsmaatschappij Oost-Nederland N.V. ontving €47.659.464 van Gelderland. In negen jaar. #Provincies #Overheidsuitgaven #Gelderland,concentration,provincie,PROV-TOP-052,no,139
"Sportbedrijf Arnhem BV ontving €95.492.994 van de gemeente Arnhem. Dat is 17,2% van alle uitkeringen. #Gemeentefonds #Gemeenten #Arnhem #Sport",concentration,gemeente,GEM-DOM-005,no,142
Staatsbosbeheer ontving €52.952.342 van de provincie Limburg. In zes jaar. #Provincies #Overheidsuitgaven #Limburg,scale_shock,provincie,PROV-TOP-041,no,114
Hoeveel inkoopcontracten had VWR International B.V. bij het Rijk? 125. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-138,yes,129
Stichting HVO-Querido ontving €247.078.089 van de gemeente Amsterdam. In negen jaar. #Gemeentefonds #Gemeenten #Amsterdam,scale_shock,gemeente,GEM-TOP-001,no,121
Stichting Frans Hals Museum ontving €21.158.995 van de gemeente Haarlem. In zes jaar. #Gemeentefonds #Gemeenten #Cultuur #Haarlem,scale_shock,gemeente,GEM-TOP-146,no,129
Gemeente Zwolle: €1.975.105.000. Onderzoeksdeel wo: €1.962.582.000. Via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #Transparantie,comparison,instrumenten,INSTR-TOP-094;INSTR-TOP-095,no,146
Financiën gaf €291.239.000 uit aan ontvangsten personeel materieel. In zeven jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,category_reveal,apparaat,APP-KMIN-092,no,132
House of Lords B.V. had 152 inkoopcontracten bij het Rijk. Categorie: representatie voor eigen personeel. #Overheidsinkoop #Rijksinkoop #Transparantie,category_reveal,inkoop,INKOOP-TOP-082,yes,150
Hoeveel ontving Stichting Stadsschouwburg en Philharmonie Haarlem van Haarlem? €30.916.463. In vijf jaar. #Gemeentefonds #Gemeenten #Haarlem,curiosity,gemeente,GEM-TOP-094,no,140
Hoeveel ontving Coöperatief Boerennatuur Veluwe U.A. van Gelderland? €29.658.078. In één jaar. #Provincies #Overheidsuitgaven #Gelderland,curiosity,provincie,PROV-TOP-085,no,137
Stichting Ribw Fonteynenburg ontving €31.403.019 van de gemeente Den Haag. In drie jaar. #Gemeentefonds #Gemeenten #DenHaag,scale_shock,gemeente,GEM-TOP-090,no,123
Hoeveel ontving Stichting amsterdam&partners van Amsterdam? €45.906.788. In negen jaar. #Gemeentefonds #Gemeenten #Amsterdam,curiosity,gemeente,GEM-TOP-059,no,124
Stichting Het Utrechts Landschap ontving €23.197.627 van de provincie Utrecht. In drie jaar. #Provincies #Overheidsuitgaven #Utrecht,scale_shock,provincie,PROV-TOP-107,no,132
Hoeveel inkoopcontracten had CM.COM Netherlands B.V. bij het Rijk? 123. In zeven jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-143,yes,131
Defensie gaf €195.283.000 uit aan opleidingen. In één jaar. #Overheidsuitgaven #Rijksbegroting #Defensie,category_reveal,apparaat,APP-KMIN-138,no,104
"Gebiedscoop Rijn, Vecht en Venen U.A. ontving €21.265.288 van Utrecht. In twee jaar. #Provincies #Overheidsuitgaven #Utrecht",concentration,provincie,PROV-TOP-114,no,124
Buitenlandse Zaken gaf €171.519.000 uit aan sociale lasten en bijdrage zorgverzekeringswet. In zeven jaar. #Overheidsuitgaven #Rijksbegroting #Zorg,category_reveal,apparaat,APP-KMIN-152,no,147
"Ministerie van Sociale Zaken en Werkgelegenheid: €2.101.371.000 aan apparaatskosten. Salarissen, huisvesting, ICT en meer. #Overheidsuitgaven #Rijksbegroting #Transparantie",scale_shock,apparaat,APP-MIN-018,no,172
"Categorie 'Verhuiskosten personeel (binnen- en buitenland)': 757 leveranciers, 1624 contracten bij het Rijk. #Overheidsinkoop #Rijksinkoop #Transparantie",category_reveal,inkoop,INKOOP-CAT-044,yes,153
"Begrotingsreserve: €2.696.823.000 in 2022, daarna €35.547.000 in 2023. #Overheidsuitgaven #Rijksbegroting #Transparantie",scale_shock,instrumenten,INSTR-YOY-DN-092,no,120
"Ondersteuning krijgsmacht door DMO gaf €164.706.000 uit aan salaris, vakantie en eindejaarsuitkering. In één jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie",category_reveal,apparaat,APP-KMIN-158,no,164
Defensie gaf €164.462.000 uit aan verwerven en afstoten. In drie jaar. #Overheidsuitgaven #Rijksbegroting #Defensie,category_reveal,apparaat,APP-KMIN-159,no,115
Financien gaf €201.297.000 uit aan bijdrage sso. In één jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,category_reveal,apparaat,APP-KMIN-135,no,111
Defensie gaf €1.040.085.000 uit aan relatiegeschenken (niet voor eigen personeel). In zes jaar. #Overheidsuitgaven #Rijksbegroting #Defensie,category_reveal,apparaat,APP-KMIN-034,no,140
Qbuzz B.V. (Zuid-Holland): €142.123.321. Gemeente Amsterdam (Noord-Holland): €109.767.099. #Provincies #Overheidsuitgaven #ZuidHolland #NoordHolland,comparison,provincie,PROV-TOP-007;PROV-TOP-012,no,148
"Ministerie van Volksgezondheid, Welzijn en Sport: €2.379.520.000 aan apparaatskosten. Salarissen, huisvesting, ICT en meer. #Overheidsuitgaven #Rijksbegroting #Sport #Welzijn",scale_shock,apparaat,APP-MIN-014,no,174
Stichting Lucas Onderwijs ontving €2.645.332.000 via financiële instrumenten. In negen jaar. #Overheidsuitgaven #Rijksbegroting #Onderwijs,scale_shock,instrumenten,INSTR-TOP-071,no,138
"Stichting Dynamo Welzijn (Amsterdam): €10.317.245 in 2023, €21.047.155 in 2022. #Gemeentefonds #Gemeenten #Welzijn #Amsterdam",comparison,gemeente,GEM-TOP-005,no,125
Erasmus Universitair Medisch Centrum Rotterdam (Erasmus MC) had 28 contracten bij RVO. In twee jaar. #Overheidsuitgaven #Rotterdam #Transparantie,concentration,publiek,PUB-TOP-132,yes,145
Pivot Park Vastgoed B.V. ontving €49.276.790 van Noord-Brabant. In drie jaar. #Provincies #Overheidsuitgaven #NoordBrabant,concentration,provincie,PROV-TOP-050,no,122
"Categorie 'Uitbesteden ICT-adviesopdrachten': 260 leveranciers, 1035 contracten bij het Rijk. #Overheidsinkoop #Rijksinkoop #ICT",category_reveal,inkoop,INKOOP-CAT-048,yes,128
Buitenlandse Zaken gaf €386.747.000 uit aan bijdrage sso ssc-ict (bzk). In vier jaar. #Overheidsuitgaven #Rijksbegroting #ICT,category_reveal,apparaat,APP-KMIN-078,no,125
"Hoeveel gaf Ministerie van Volksgezondheid, Welzijn en Sport uit aan apparaatskosten? €2.379.520.000. #Overheidsuitgaven #Rijksbegroting #Sport #Welzijn",curiosity,apparaat,APP-MIN-014,no,152
Uitvoeringsinstituut werknemersverzekeringen ontving €7.093.067.000 in 2024 via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,instrumenten,INSTR-TOP-007,no,154
Stichting Stimuleringsfonds Volkshuisvesting Nederlandse Gemeenten ontving €70.000.000 van de provincie Gelderland. In één jaar. #Provincies #Overheidsuitgaven #Gelderland,scale_shock,provincie,PROV-TOP-022,no,171
Stichting DOCK ontving €111.496.825 van de gemeente Amsterdam. In negen jaar. #Gemeentefonds #Gemeenten #Amsterdam,scale_shock,gemeente,GEM-TOP-008,no,114
LnterSettle B.V. had 18 contracten bij COA. In twee jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-162,yes,101
Staatsbosbeheer ontving €42.340.793 van de provincie Zeeland. In acht jaar. #Provincies #Overheidsuitgaven #Zeeland,scale_shock,provincie,PROV-TOP-057,no,115
Hoeveel ontving Gemeente Hengelo van Overijssel? €19.834.830. In zeven jaar. #Provincies #Overheidsuitgaven #Overijssel,curiosity,provincie,PROV-TOP-127,no,119
Gemeente Nijmegen ontving €69.776.883 van de provincie Gelderland. In negen jaar. #Provincies #Overheidsuitgaven #Gelderland,scale_shock,provincie,PROV-TOP-023,no,124
Stichting WIJKZ ontving €81.056.758 van de gemeente Den Haag. In vier jaar. #Gemeentefonds #Gemeenten #DenHaag,scale_shock,gemeente,GEM-TOP-021,no,110
