text,format,module,fact_ids,staffel,chars
Hoeveel ontving Gemeente Dordrecht van Zuid-Holland? €16.348.909. In zes jaar. #Provincies #Overheidsuitgaven #ZuidHolland,curiosity,provincie,PROV-TOP-161,no,122
Gemeente Rotterdam ontving €26.242.520 van Zuid-Holland. In zes jaar. #Provincies #Overheidsuitgaven #Rotterdam #ZuidHolland,concentration,provincie,PROV-TOP-097,no,124
Provincie Noord-Holland ontving €1.296.013.000 via financiële instrumenten. In negen jaar. #Overheidsuitgaven #Rijksbegroting #NoordHolland #OV,scale_shock,instrumenten,INSTR-TOP-145,no,143
St. IrisZorg ontving €25.107.609 van de gemeente Arnhem. In vijf jaar. #Gemeentefonds #Gemeenten #Zorg #Arnhem,scale_shock,gemeente,GEM-TOP-120,no,110
Hoeveel ontving Stichting Stroom Den Haag van Den Haag? €13.884.321. In zeven jaar. #Gemeentefonds #Gemeenten #DenHaag,curiosity,gemeente,GEM-TOP-200,no,118
Stichting het Limburgs landschap ontving €60.374.703 van Limburg. In zeven jaar. #Provincies #Overheidsuitgaven #Limburg,concentration,provincie,PROV-TOP-031,no,120
Gemeente Zwolle ontving €44.071.968 van de provincie Overijssel. In zeven jaar. #Provincies #Overheidsuitgaven #Overijssel,scale_shock,provincie,PROV-TOP-056,no,122
Defensie gaf €1.694.987.000 uit aan schoonmaak en nuts. In één jaar. #Overheidsuitgaven #Rijksbegroting #Defensie,category_reveal,apparaat,APP-KMIN-017,no,113
B+B Vakmedianet B.V. had 193 inkoopcontracten bij het Rijk. Categorie: studie en opleiding. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,concentration,inkoop,INKOOP-TOP-041,yes,150
Provincie Overijssel: €1.542.089.000. Stichting Hogeschool van Arnhem en Nijmegen: €1.521.324.000. Via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #Arnhem #Overijssel #OV,comparison,instrumenten,INSTR-TOP-127;INSTR-TOP-128,no,186
Stichting PuurZuid ontving €49.245.419 van de gemeente Amsterdam. In negen jaar. #Gemeentefonds #Gemeenten #Amsterdam,scale_shock,gemeente,GEM-TOP-052,no,117
"Algemene Zaken gaf €130.453.000 uit aan salaris, vakantie en eindejaarsuitkering. In acht jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie",category_reveal,apparaat,APP-KMIN-190,no,145
Centraal Justitieel Incasso Bu had 29 contracten bij COA. In zeven jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-TOP-125,yes,116
Ministerie van Veiligheid en Justitie: €2.193.548.000. Ministerie van Sociale Zaken en Werkgelegenheid: €2.101.371.000. Apparaatskosten. #Overheidsuitgaven #Rijksbegroting #Transparantie,comparison,apparaat,APP-MIN-017;APP-MIN-018,no,186
De Betteld had 27 contracten bij COA. In drie jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-072,yes,95
Stichting Regionaal Opleidingencentrum van Amsterdam-Flevoland ontving €56.591.407 van de gemeente Amsterdam. In negen jaar. #Gemeentefonds #Gemeenten #Amsterdam #Flevoland,scale_shock,gemeente,GEM-TOP-043,no,172
Hoeveel ontving Stichting Het Utrechts Landschap van Utrecht? €23.197.627. In drie jaar. #Provincies #Overheidsuitgaven #Utrecht,curiosity,provincie,PROV-TOP-107,no,128
Motivaction International B.V. had 136 inkoopcontracten bij het Rijk. Categorie: uitbesteden beleidsadvies- en onderzoeksopdrachten. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,concentration,inkoop,INKOOP-TOP-112,yes,191
Apeldoorn ontving €1.286.780.000 via financiële instrumenten. In vier jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,instrumenten,INSTR-TOP-148,no,125
Hoeveel ontving Coöperatieve Bosgroep Zuid-Nederland UA van Noord-Brabant? €32.957.581. In negen jaar. #Provincies #Overheidsuitgaven #NoordBrabant,curiosity,provincie,PROV-TOP-074,no,147
Burrata Turfmarkt B.V. had 131 inkoopcontracten bij het Rijk. Categorie: representatie voor eigen personeel. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,concentration,inkoop,INKOOP-TOP-126,yes,167
Belastingdienst ontving €7.208.677.000 in 2021 via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,instrumenten,INSTR-TOP-028,no,125
Stichting Food Valley ontving €24.988.500 van de provincie Gelderland. In vier jaar. #Provincies #Overheidsuitgaven #Gelderland,scale_shock,provincie,PROV-TOP-101,no,127
Infraspeed B.V. had zes inkoopcontracten boven €150 miljoen bij het Rijk. In zes jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,scale_shock,inkoop,INKOOP-HSTF-001,yes,131
Hoeveel ontving Stichting Gemeentemuseum Den Haag van Den Haag? €31.019.452. In drie jaar. #Gemeentefonds #Gemeenten #DenHaag #Cultuur,curiosity,gemeente,GEM-TOP-093,no,134
Strijbosch B.V. had 71 contracten bij COA. In zes jaar. #Overheidsuitgaven #Transparantie #OpenData,concentration,publiek,PUB-SRC-006,yes,99
Gemeente Arnhem ontving €58.165.947 van de provincie Gelderland. In negen jaar. #Provincies #Overheidsuitgaven #Arnhem #Gelderland,scale_shock,provincie,PROV-TOP-033,no,130
"Kwintes ontving €49.016.802 van de gemeente Amersfoort. Dat is 8,5% van alle uitkeringen. #Gemeentefonds #Gemeenten #Amersfoort",concentration,gemeente,GEM-DOM-017,no,127
Hoeveel inkoopcontracten had Pinkcube B.V. bij het Rijk? 147. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-089,yes,120
Gemeente Amsterdam: €4.929.978.877 aan uitkeringen. Gemeente Den Haag: €2.535.621.355. #Gemeentefonds #Gemeenten #Amsterdam #DenHaag,comparison,gemeente,GEM-TOTAL-001;GEM-TOTAL-002,no,132
Infrastructuur en Milieu gaf €330.956.000 uit aan bijdrage aan sso. In drie jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,category_reveal,apparaat,APP-KMIN-087,no,131
Natuurmonumenten ontving geld van het Rijk via vijf verschillende bronnen. Totaal: €80.935.562. #Overheidsuitgaven #Rijksbegroting #Transparantie,curiosity,integraal,CROSS-MULTI-026,no,145
Coöperatieve vereniging Coöperatie Agrarisch Collectief Waadrâne U.A ontving €20.909.855 van de provincie Friesland. In één jaar. #Provincies #Overheidsuitgaven #Friesland,scale_shock,provincie,PROV-TOP-119,no,171
Hoeveel ontving Stichting Leergeld Den Haag van Den Haag? €66.683.787. In acht jaar. #Gemeentefonds #Gemeenten #DenHaag,curiosity,gemeente,GEM-TOP-033,no,119
De Bibliotheek Midden-Brabant ontving €25.245.446 van de gemeente Tilburg. In drie jaar. #Gemeentefonds #Gemeenten #Bibliotheken #Tilburg,scale_shock,gemeente,GEM-TOP-118,no,137
