text,format,module,fact_ids,staffel,chars
Hoeveel ontving Stichting Vrouwenopvang Safegroup van Breda? €17.721.394. In vijf jaar. #Gemeentefonds #Gemeenten #Breda,curiosity,gemeente,GEM-TOP-166,no,120
Stichting ROC Midden Nederland ontving €1.296.319.000 via financiële instrumenten. In negen jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,instrumenten,INSTR-TOP-144,no,147
Hoeveel ontving Gemeente Eindhoven van Noord-Brabant? €12.602.038. In vijf jaar. #Provincies #Overheidsuitgaven #Eindhoven #OV #NoordBrabant,curiosity,provincie,PROV-TOP-200,no,140
Waterschap De Dommel ontving €61.182.682 van Noord-Brabant. In negen jaar. #Provincies #Overheidsuitgaven #NoordBrabant,concentration,provincie,PROV-TOP-029,no,119
Gemeente Oldebroek ontving geld van het Rijk via vijf verschillende bronnen. Totaal: €218.706.132. #Overheidsuitgaven #Rijksbegroting #Transparantie,curiosity,integraal,CROSS-MULTI-021,no,148
Hoeveel inkoopcontracten had Delta International Promotioneel B.V. bij het Rijk? 146. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-090,yes,144
Memoriaal boeking ontving €4.374.550.000 in 2019 via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,instrumenten,INSTR-TOP-050,no,127
Today Designers B.V. had 137 inkoopcontracten bij het Rijk. Categorie: diversen communicatie. #Overheidsinkoop #Rijksinkoop #Transparantie,category_reveal,inkoop,INKOOP-TOP-107,yes,138
Parnassia B.V. ontving €53.298.974 van de gemeente Den Haag. In zeven jaar. #Gemeentefonds #Gemeenten #DenHaag,scale_shock,gemeente,GEM-TOP-048,no,110
Hoeveel ontving Stichting MEE Zuid-Holland Noord van Den Haag? €43.317.740. In acht jaar. #Gemeentefonds #Gemeenten #ZuidHolland #DenHaag,curiosity,gemeente,GEM-TOP-062,no,137
Syntus BV ontving €33.461.149 van de provincie Utrecht. In één jaar. #Provincies #Overheidsuitgaven #Utrecht,scale_shock,provincie,PROV-TOP-071,no,108
"Ondersteuning krijgsmacht door CDC gaf €438.655.000 uit aan salaris, vakantie en eindejaarsuitkering. In één jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie",category_reveal,apparaat,APP-KMIN-066,no,164
In60seconds B.V. had 128 inkoopcontracten bij het Rijk. Categorie: diversen communicatie. In zeven jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,concentration,inkoop,INKOOP-TOP-129,yes,149
Hoeveel ontving Coöp. Unie Van Bosgroepen U.A. van Noord-Brabant? €23.339.222. In acht jaar. #Provincies #Overheidsuitgaven #NoordBrabant,curiosity,provincie,PROV-TOP-106,no,137
Gemeente Breda: €2.336.319.000. Ns Reizigers B.V.: €2.221.909.000. Via financiële instrumenten. #Overheidsuitgaven #Rijksbegroting #Breda,comparison,instrumenten,INSTR-TOP-080;INSTR-TOP-081,no,137
Gemeente Utrecht subsidies ontving €16.388.967 van Utrecht. In twee jaar. #Provincies #Overheidsuitgaven #Utrecht,concentration,provincie,PROV-TOP-159,no,113
Syntus BV ontving €33.461.149 van Utrecht. In één jaar. #Provincies #Overheidsuitgaven #Utrecht,concentration,provincie,PROV-TOP-071,no,95
"Innovero Software Solutions B.V. had 125 inkoopcontracten bij het Rijk. Categorie: beheer, onderhoud programmatuur & software. In acht jaar. #Overheidsinkoop #Rijksinkoop #OV",concentration,inkoop,INKOOP-TOP-137,yes,174
Hoeveel inkoopcontracten had Millers bij het Rijk? 174. In acht jaar. #Overheidsinkoop #Rijksinkoop #Transparantie,curiosity,inkoop,INKOOP-TOP-059,yes,114
"Gebiedscoop Rijn, Vecht en Venen U.A. ontving €21.265.288 van de provincie Utrecht. In twee jaar. #Provincies #Overheidsuitgaven #Utrecht",scale_shock,provincie,PROV-TOP-114,no,137
Hoeveel ontving Unicef van het Rijk? €1.274.075.000. In negen jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,curiosity,instrumenten,INSTR-TOP-150,no,117
Gemeente Leiden ontving €1.747.081.000 via financiële instrumenten. In acht jaar. #Overheidsuitgaven #Rijksbegroting #Transparantie,scale_shock,instrumenten,INSTR-TOP-107,no,131
Hoeveel ontving Stichting Hoger Onderwijs Nederland van het Rijk? €1.479.566.000. In negen jaar. #Overheidsuitgaven #Rijksbegroting #Onderwijs,curiosity,instrumenten,INSTR-TOP-131,no,142
